record_id,month,month_name,department,employee_count,gross_wages,fica_medicare_tax,futa_tax,suta_tax,total_payroll_taxes,health_insurance,retirement_401k_match,life_insurance,disability_insurance,total_benefits,bonus_accrual,vacation_accrual,workers_comp_insurance,total_compensation_cost,avg_cost_per_employee
PL-000146,2023-01,January 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4295.94,1304.3,279.94,155.81,6035.98,445.05,3118.63,1233.51,54084.71,7726.39
PL-000147,2023-01,January 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2184.95,1235.61,128.6,113.96,3663.12,216.77,1691.89,666.94,29703.14,7425.79
PL-000148,2023-01,January 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8040.63,3793.14,642.09,375.24,12851.1,544.84,6153.53,2216.31,107107.59,7650.54
PL-000149,2023-01,January 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6694.67,3609.24,449.48,312.29,11065.67,967.19,5046.22,1668.87,88732.66,7394.39
PL-000150,2023-01,January 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6710.37,1884.01,474.32,273.45,9342.14,674.17,4940.48,1511.05,84986.15,7082.18
PL-000151,2023-02,February 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1995.81,802.2,137.14,89.74,3024.89,267.88,1703.08,637.69,29253.08,7313.27
PL-000152,2023-02,February 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1033.58,480.33,78.65,50.21,1642.78,88.82,852.66,281.6,14691.21,7345.6
PL-000153,2023-02,February 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2350.44,1257.24,245.53,93.09,3946.3,134.76,2230.47,746.36,37991.68,7598.34
PL-000154,2023-02,February 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3947.69,1985.59,285.52,185.61,6404.4,178.83,3433.61,946.33,58583.0,7322.88
PL-000155,2023-02,February 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1865.88,741.73,138.58,93.0,2839.19,169.11,1764.57,754.15,29999.46,7499.86
PL-000156,2023-02,February 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4190.42,1249.19,241.09,156.97,5837.67,445.05,3118.63,1289.19,53942.08,7706.01
PL-000157,2023-02,February 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1862.86,1059.04,151.97,79.61,3153.47,216.77,1691.89,528.78,29055.33,7263.83
PL-000158,2023-02,February 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7805.22,3504.38,605.86,336.88,12252.34,544.84,6153.53,1739.04,106031.57,7573.68
PL-000159,2023-02,February 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6313.53,2443.62,573.41,206.65,9537.22,967.19,5046.22,1970.09,87505.42,7292.12
PL-000160,2023-02,February 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6532.64,3107.34,593.33,216.37,10449.68,674.17,4940.48,1251.78,85834.41,7152.87
PL-000161,2023-03,March 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2586.35,968.97,118.31,85.06,3758.7,267.88,1703.08,602.67,29951.86,7487.97
PL-000162,2023-03,March 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,958.01,543.58,78.26,35.07,1614.92,88.82,852.66,359.84,14741.6,7370.8
PL-000163,2023-03,March 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3219.04,1646.12,142.03,109.55,5116.75,134.76,2230.47,486.22,38902.0,7780.4
PL-000164,2023-03,March 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4764.54,2514.3,372.96,169.71,7821.5,178.83,3433.61,1043.14,60096.91,7512.11
PL-000165,2023-03,March 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2317.56,1137.83,182.3,103.12,3740.81,169.11,1764.57,450.35,30597.29,7649.32
PL-000166,2023-03,March 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3562.47,1680.03,349.77,163.97,5756.24,445.05,3118.63,621.96,53193.42,7599.06
PL-000167,2023-03,March 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2395.07,1185.81,109.31,112.28,3802.47,216.77,1691.89,394.24,29569.8,7392.45
PL-000168,2023-03,March 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7411.11,3573.8,634.37,308.86,11928.14,544.84,6153.53,2340.29,106308.61,7593.47
PL-000169,2023-03,March 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7725.61,2003.78,501.13,187.94,10418.45,967.19,5046.22,2189.61,88606.18,7383.85
PL-000170,2023-03,March 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,5575.9,2788.55,381.58,275.86,9021.9,674.17,4940.48,2079.97,85234.82,7102.9
PL-000171,2023-04,April 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2231.01,947.17,118.27,90.41,3386.85,267.88,1703.08,486.89,29464.24,7366.06
PL-000172,2023-04,April 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1042.56,631.02,92.8,32.26,1798.64,88.82,852.66,234.83,14800.3,7400.15
PL-000173,2023-04,April 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2498.4,1461.07,203.26,124.98,4287.71,134.76,2230.47,802.81,38389.54,7677.91
PL-000174,2023-04,April 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3631.26,2061.0,273.97,137.98,6104.2,178.83,3433.61,1072.55,58409.02,7301.13
PL-000175,2023-04,April 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1877.4,798.93,101.85,96.9,2875.09,169.11,1764.57,736.52,30017.72,7504.43
PL-000176,2023-04,April 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3985.29,1281.31,230.81,148.71,5646.13,445.05,3118.63,1304.12,53765.46,7680.78
PL-000177,2023-04,April 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1903.81,794.55,113.75,100.87,2912.99,216.77,1691.89,321.18,28607.25,7151.81
PL-000178,2023-04,April 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7613.89,3577.54,681.3,362.13,12234.86,544.84,6153.53,2139.98,106415.03,7601.07
PL-000179,2023-04,April 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6483.7,3624.87,467.81,318.82,10895.19,967.19,5046.22,1387.38,88280.69,7356.72
PL-000180,2023-04,April 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7526.43,2510.74,461.88,224.27,10723.33,674.17,4940.48,1656.29,86512.58,7209.38
PL-000181,2023-05,May 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2045.16,1244.8,129.0,80.37,3499.33,267.88,1703.08,428.11,29517.94,7379.49
PL-000182,2023-05,May 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1212.52,411.54,73.84,40.79,1738.69,88.82,852.66,244.91,14750.44,7375.22
PL-000183,2023-05,May 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2504.93,1182.68,231.01,120.41,4039.03,134.76,2230.47,814.12,38152.18,7630.44
PL-000184,2023-05,May 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4356.84,2118.69,359.78,138.86,6974.17,178.83,3433.61,1471.45,59677.89,7459.74
PL-000185,2023-05,May 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2482.77,731.48,107.5,74.07,3395.82,169.11,1764.57,429.36,30231.31,7557.83
PL-000186,2023-05,May 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4518.68,1545.66,306.76,182.68,6553.78,445.05,3118.63,1301.08,54670.08,7810.01
PL-000187,2023-05,May 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2500.53,696.19,125.89,91.48,3414.1,216.77,1691.89,321.69,29108.87,7277.22
PL-000188,2023-05,May 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6630.8,3642.14,697.56,395.09,11365.59,544.84,6153.53,1613.64,105019.42,7501.39
PL-000189,2023-05,May 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7712.5,2970.8,409.15,295.62,11388.07,967.19,5046.22,2003.29,89389.48,7449.12
PL-000190,2023-05,May 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7437.53,2387.2,580.32,181.19,10586.24,674.17,4940.48,1534.37,86253.57,7187.8
PL-000191,2023-06,June 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2273.3,1153.35,101.9,72.57,3601.13,267.88,1703.08,622.55,29814.17,7453.54
PL-000192,2023-06,June 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1025.78,352.58,71.1,52.45,1501.91,88.82,852.66,275.63,14544.37,7272.19
PL-000193,2023-06,June 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2582.88,1237.21,142.1,123.67,4085.86,134.76,2230.47,668.69,38053.57,7610.71
PL-000194,2023-06,June 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3927.69,2215.04,203.44,203.33,6549.5,178.83,3433.61,796.75,58578.52,7322.31
PL-000195,2023-06,June 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2199.5,864.82,185.66,92.19,3342.17,169.11,1764.57,608.56,30356.85,7589.21
PL-000196,2023-06,June 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4374.22,2327.82,315.66,147.78,7165.48,445.05,3118.63,588.4,54569.1,7795.59
PL-000197,2023-06,June 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2061.81,813.32,169.94,85.67,3130.74,216.77,1691.89,368.93,28872.75,7218.19
PL-000198,2023-06,June 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6552.72,3639.37,359.7,397.18,10948.97,544.84,6153.53,2347.89,105337.04,7524.07
PL-000199,2023-06,June 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,5744.69,2288.93,372.25,194.89,8600.76,967.19,5046.22,1951.56,86550.44,7212.54
PL-000200,2023-06,June 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7716.57,3550.9,412.85,309.56,11989.88,674.17,4940.48,1486.15,87608.98,7300.75
PL-000201,2023-07,July 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2311.36,939.61,134.94,63.29,3449.2,267.88,1703.08,707.09,29746.79,7436.7
PL-000202,2023-07,July 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1149.49,472.15,68.12,32.48,1722.23,88.82,852.66,274.0,14763.06,7381.53
PL-000203,2023-07,July 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2263.4,1243.25,214.88,138.27,3859.79,134.76,2230.47,552.66,37711.47,7542.29
PL-000204,2023-07,July 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,5025.23,1838.52,309.17,179.72,7352.64,178.83,3433.61,1422.29,60007.19,7500.9
PL-000205,2023-07,July 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2313.32,1151.32,117.34,106.87,3688.85,169.11,1764.57,359.66,30454.63,7613.66
PL-000206,2023-07,July 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4354.85,2257.14,190.37,157.74,6960.1,445.05,3118.63,745.49,54520.81,7788.69
PL-000207,2023-07,July 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1821.27,1143.42,192.02,69.49,3226.2,216.77,1691.89,684.85,29284.13,7321.03
PL-000208,2023-07,July 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7514.34,3275.32,446.4,353.5,11589.57,544.84,6153.53,1965.61,105595.37,7542.53
PL-000209,2023-07,July 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6884.54,2058.01,456.48,181.7,9580.73,967.19,5046.22,1588.93,87167.78,7263.98
PL-000210,2023-07,July 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6849.65,3340.49,317.17,348.4,10855.7,674.17,4940.48,1928.0,86916.66,7243.05
PL-000211,2023-08,August 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1829.42,758.97,109.97,61.73,2760.1,267.88,1703.08,522.44,28873.03,7218.26
PL-000212,2023-08,August 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,929.11,409.89,93.54,49.69,1482.22,88.82,852.66,288.3,14537.35,7268.68
PL-000213,2023-08,August 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2965.9,1058.36,182.85,85.59,4292.71,134.76,2230.47,698.48,38290.21,7658.04
PL-000214,2023-08,August 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3914.22,2313.34,219.95,152.5,6600.01,178.83,3433.61,1446.47,59278.74,7409.84
PL-000215,2023-08,August 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2084.3,1080.25,150.08,94.5,3409.13,169.11,1764.57,442.86,30258.11,7564.53
PL-000216,2023-08,August 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3540.44,1537.87,300.07,131.13,5509.5,445.05,3118.63,968.11,53292.82,7613.26
PL-000217,2023-08,August 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2567.1,643.54,155.97,108.16,3474.77,216.77,1691.89,696.55,29544.4,7386.1
PL-000218,2023-08,August 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8559.75,3589.22,489.58,218.29,12856.83,544.84,6153.53,2229.63,107126.65,7651.9
PL-000219,2023-08,August 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,5763.06,2790.33,594.46,318.6,9466.45,967.19,5046.22,1857.14,87321.71,7276.81
PL-000220,2023-08,August 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,5451.55,2005.84,572.22,334.43,8364.05,674.17,4940.48,1497.52,83994.53,6999.54
PL-000221,2023-09,September 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2192.01,995.48,130.46,70.73,3388.69,267.88,1703.08,529.09,29508.27,7377.07
PL-000222,2023-09,September 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1026.41,436.24,82.35,46.93,1591.92,88.82,852.66,240.53,14599.28,7299.64
PL-000223,2023-09,September 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2585.5,1442.75,228.94,99.31,4356.51,134.76,2230.47,508.26,38163.79,7632.76
PL-000224,2023-09,September 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4789.15,1672.45,215.88,150.7,6828.18,178.83,3433.61,651.65,58712.1,7339.01
PL-000225,2023-09,September 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1886.77,830.12,127.52,93.41,2937.82,169.11,1764.57,626.37,29970.31,7492.58
PL-000226,2023-09,September 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4242.51,1173.77,251.37,205.39,5873.04,445.05,3118.63,1027.32,53715.58,7673.65
PL-000227,2023-09,September 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2544.3,1203.67,190.78,65.38,4004.12,216.77,1691.89,524.53,29901.73,7475.43
PL-000228,2023-09,September 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7992.39,3360.91,474.11,373.45,12200.87,544.84,6153.53,1206.21,105447.27,7531.95
PL-000229,2023-09,September 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6212.6,2078.25,371.94,230.51,8893.3,967.19,5046.22,1953.82,86845.23,7237.1
PL-000230,2023-09,September 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6696.86,2826.32,331.0,211.17,10065.34,674.17,4940.48,1711.53,85909.83,7159.15
PL-000231,2023-10,October 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2017.01,906.79,140.04,81.85,3145.69,267.88,1703.08,622.9,29359.08,7339.77
PL-000232,2023-10,October 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,916.53,391.53,68.33,53.53,1429.92,88.82,852.66,355.52,14552.27,7276.13
PL-000233,2023-10,October 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3112.11,1440.09,187.75,92.86,4832.81,134.76,2230.47,880.03,39011.86,7802.37
PL-000234,2023-10,October 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3600.06,2561.5,371.64,130.8,6664.0,178.83,3433.61,744.09,58640.36,7330.05
PL-000235,2023-10,October 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2428.08,1080.36,172.08,92.13,3772.66,169.11,1764.57,541.69,30720.47,7680.12
PL-000236,2023-10,October 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4085.87,2041.48,269.22,191.63,6588.21,445.05,3118.63,1336.44,54739.87,7819.98
PL-000237,2023-10,October 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1834.01,733.6,169.25,66.96,2803.82,216.77,1691.89,433.23,28610.13,7152.53
PL-000238,2023-10,October 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7421.69,3051.79,559.49,416.39,11449.35,544.84,6153.53,1271.58,104761.11,7482.94
PL-000239,2023-10,October 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6599.22,1993.87,495.24,198.31,9286.63,967.19,5046.22,987.34,86272.09,7189.34
PL-000240,2023-10,October 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6853.08,2426.61,428.37,308.31,10016.37,674.17,4940.48,1008.91,85158.24,7096.52
PL-000241,2023-11,November 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1859.29,1253.22,160.06,78.29,3350.85,267.88,1703.08,737.08,29678.43,7419.61
PL-000242,2023-11,November 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1072.11,404.93,83.07,49.36,1609.46,88.82,852.66,329.85,14706.14,7353.07
PL-000243,2023-11,November 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3151.35,1101.49,177.23,147.75,4577.82,134.76,2230.47,956.14,38832.99,7766.6
PL-000244,2023-11,November 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,5152.48,2561.8,305.58,123.76,8143.62,178.83,3433.61,1483.11,60859.0,7607.37
PL-000245,2023-11,November 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1839.27,916.11,127.89,93.84,2977.12,169.11,1764.57,515.11,29898.35,7474.59
PL-000246,2023-11,November 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3572.1,1879.72,218.76,135.29,5805.87,445.05,3118.63,1351.41,53972.5,7710.36
PL-000247,2023-11,November 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2215.17,1140.21,195.13,118.92,3669.43,216.77,1691.89,730.65,29773.17,7443.29
PL-000248,2023-11,November 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7982.25,4089.3,672.27,306.9,13050.71,544.84,6153.53,2421.92,107512.82,7679.49
PL-000249,2023-11,November 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6438.93,3134.76,529.19,263.22,10366.1,967.19,5046.22,1343.76,87707.97,7309.0
PL-000250,2023-11,November 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6910.56,3185.81,460.3,315.25,10871.92,674.17,4940.48,1370.54,86375.42,7197.95
PL-000251,2023-12,December 2023,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1882.68,715.28,141.96,110.86,2850.78,267.88,1703.08,451.61,28892.88,7223.22
PL-000252,2023-12,December 2023,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1014.02,406.99,76.1,48.25,1545.35,88.82,852.66,333.02,14645.2,7322.6
PL-000253,2023-12,December 2023,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3100.2,840.51,152.93,108.33,4201.97,134.76,2230.47,913.61,38414.61,7682.92
PL-000254,2023-12,December 2023,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4117.9,1319.28,312.89,211.45,5961.53,178.83,3433.61,748.21,57942.0,7242.75
PL-000255,2023-12,December 2023,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2360.32,1272.7,182.48,81.8,3897.31,169.11,1764.57,699.09,31002.53,7750.63
PL-000256,2023-12,December 2023,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3723.18,1777.81,250.93,162.53,5914.46,445.05,3118.63,760.34,53490.01,7641.43
PL-000257,2023-12,December 2023,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2413.03,1133.15,168.87,112.11,3827.17,216.77,1691.89,727.28,29927.53,7481.88
PL-000258,2023-12,December 2023,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8179.09,2509.13,696.04,335.97,11720.22,544.84,6153.53,2065.62,105826.03,7559.0
PL-000259,2023-12,December 2023,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6815.47,3623.24,523.14,226.23,11188.08,967.19,5046.22,1883.75,89069.95,7422.5
PL-000260,2023-12,December 2023,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6208.61,2619.99,377.53,212.38,9418.52,674.17,4940.48,1822.39,85373.86,7114.49
PL-000261,2024-01,January 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1874.97,790.23,102.81,93.94,2861.96,267.88,1703.08,464.28,28916.73,7229.18
PL-000262,2024-01,January 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1259.37,541.49,65.9,38.9,1905.67,88.82,852.66,305.99,14978.49,7489.24
PL-000263,2024-01,January 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2538.71,1448.38,210.51,107.02,4304.62,134.76,2230.47,579.93,38183.57,7636.71
PL-000264,2024-01,January 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4903.93,2461.36,231.08,237.35,7833.71,178.83,3433.61,683.61,59749.59,7468.7
PL-000265,2024-01,January 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1817.75,871.72,136.52,106.03,2932.01,169.11,1764.57,740.43,30078.56,7519.64
PL-000266,2024-01,January 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3197.12,1580.89,257.14,105.33,5140.48,445.05,3118.63,964.55,52920.24,7560.03
PL-000267,2024-01,January 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2307.64,1043.51,197.07,111.24,3659.46,216.77,1691.89,482.6,29515.14,7378.79
PL-000268,2024-01,January 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8740.69,2570.42,434.05,301.53,12046.68,544.84,6153.53,1621.34,105708.2,7550.59
PL-000269,2024-01,January 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6220.02,2475.79,594.93,222.95,9513.7,967.19,5046.22,1853.59,87365.4,7280.45
PL-000270,2024-01,January 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6795.88,3367.57,547.43,322.64,11033.52,674.17,4940.48,1610.96,86777.44,7231.45
PL-000271,2024-01,January 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2036.44,685.12,110.0,82.23,2913.78,267.88,1703.08,573.88,29078.16,7269.54
PL-000272,2024-01,January 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1231.3,415.91,57.12,59.37,1763.7,88.82,852.66,257.52,14788.05,7394.03
PL-000273,2024-01,January 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2671.61,962.7,153.32,77.68,3865.32,134.76,2230.47,681.2,37845.55,7569.11
PL-000274,2024-01,January 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,5055.71,1732.76,271.65,134.55,7194.67,178.83,3433.61,786.87,59213.81,7401.73
PL-000275,2024-01,January 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2422.92,1292.23,168.71,81.36,3965.22,169.11,1764.57,449.99,30821.33,7705.33
PL-000276,2024-01,January 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3184.92,2057.11,194.21,174.81,5611.06,445.05,3118.63,666.72,53092.99,7584.71
PL-000277,2024-01,January 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2461.36,756.77,160.97,72.84,3451.93,216.77,1691.89,672.15,29497.17,7374.29
PL-000278,2024-01,January 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7761.83,3955.85,612.43,397.86,12727.97,544.84,6153.53,1605.09,106373.25,7598.09
PL-000279,2024-01,January 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6447.68,3254.8,479.58,187.85,10369.91,967.19,5046.22,1391.94,87759.97,7313.33
PL-000280,2024-01,January 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7726.58,1964.86,421.68,354.46,10467.58,674.17,4940.48,1884.01,86484.54,7207.05
PL-000281,2024-03,March 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1915.85,1099.61,128.31,111.13,3254.89,267.88,1703.08,421.47,29266.86,7316.72
PL-000282,2024-03,March 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,918.36,488.35,91.01,36.95,1534.67,88.82,852.66,187.82,14489.32,7244.66
PL-000283,2024-03,March 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3212.64,1305.81,183.91,103.96,4806.32,134.76,2230.47,537.82,38643.17,7728.63
PL-000284,2024-03,March 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4476.06,1303.56,280.86,123.77,6184.25,178.83,3433.61,692.66,58109.19,7263.65
PL-000285,2024-03,March 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2354.33,1214.84,143.19,61.41,3773.78,169.11,1764.57,741.29,30921.19,7730.3
PL-000286,2024-03,March 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3570.37,1364.59,198.25,167.78,5300.98,445.05,3118.63,1352.76,53468.96,7638.42
PL-000287,2024-03,March 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1892.35,1208.87,176.28,115.95,3393.45,216.77,1691.89,339.49,29106.03,7276.51
PL-000288,2024-03,March 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6481.27,3603.18,633.77,290.38,11008.59,544.84,6153.53,2538.66,105587.44,7541.96
PL-000289,2024-03,March 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7222.31,2728.01,403.99,240.01,10594.31,967.19,5046.22,1735.03,88327.46,7360.62
PL-000290,2024-03,March 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7661.2,3379.98,311.13,291.16,11643.47,674.17,4940.48,966.31,86742.73,7228.56
PL-000291,2024-03,March 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2167.87,789.93,196.93,60.7,3215.43,267.88,1703.08,557.92,29363.84,7340.96
PL-000292,2024-03,March 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1180.74,341.66,71.5,45.35,1639.25,88.82,852.66,297.28,14703.37,7351.69
