order_item_id,order_id,product_sku,product_name,quantity,unit_price,line_total,discount_applied
ITEM100865,ORD100224,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM100866,ORD100225,RBX-COM-1015,End-Effector Kit,1,3144,3144,0
ITEM100867,ORD100225,RBX-COM-1012,6-Axis Force Sensor,2,4577,9154,0
ITEM100868,ORD100226,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM100869,ORD100227,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM100870,ORD100227,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100871,ORD100227,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM100872,ORD100227,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM100873,ORD100227,RBX-SOF-1017,RobotOS Control Suite,2,1851,3702,0
ITEM100874,ORD100227,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100875,ORD100228,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM100876,ORD100228,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100877,ORD100229,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100878,ORD100229,RBX-SOF-1018,Fleet Management Platform,5,1872,9360,0
ITEM100879,ORD100230,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100880,ORD100230,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM100881,ORD100230,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100882,ORD100230,RBX-SOF-1019,Simulation & Programming Tool,2,1719,3438,0
ITEM100883,ORD100230,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100884,ORD100230,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100885,ORD100230,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM100886,ORD100230,RBX-SOF-1018,Fleet Management Platform,2,1872,3744,0
ITEM100887,ORD100231,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM100888,ORD100232,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100889,ORD100232,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100890,ORD100232,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100891,ORD100232,RBX-SOF-1019,Simulation & Programming Tool,1,1719,1719,0
ITEM100892,ORD100232,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100893,ORD100232,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM100894,ORD100232,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM100895,ORD100232,RBX-COM-1012,6-Axis Force Sensor,2,4577,9154,0
ITEM100896,ORD100233,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM100897,ORD100233,RBX-COM-1015,End-Effector Kit,1,3144,3144,0
ITEM100898,ORD100233,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM100899,ORD100233,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM100900,ORD100233,RBX-COM-1013,High-Precision Gripper,1,2687,2687,0
ITEM100901,ORD100234,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100902,ORD100234,RBX-SOF-1018,Fleet Management Platform,2,1872,3744,0
ITEM100903,ORD100234,RBX-SOF-1020,Predictive Maintenance AI,5,734,3670,0
ITEM100904,ORD100235,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM100905,ORD100235,RBX-SOF-1019,Simulation & Programming Tool,5,1719,8595,0
ITEM100906,ORD100235,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100907,ORD100235,RBX-COM-1016,Safety Scanner System,4,2494,9976,0
ITEM100908,ORD100235,RBX-SOF-1020,Predictive Maintenance AI,2,734,1468,0
ITEM100909,ORD100236,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100910,ORD100236,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM100911,ORD100236,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM100912,ORD100237,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM100913,ORD100237,RBX-COM-1012,6-Axis Force Sensor,1,4577,4577,0
ITEM100914,ORD100237,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100915,ORD100237,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM100916,ORD100237,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM100917,ORD100237,RBX-SOF-1019,Simulation & Programming Tool,2,1719,3438,0
ITEM100918,ORD100237,RBX-SOF-1018,Fleet Management Platform,2,1872,3744,0
ITEM100919,ORD100237,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM100920,ORD100238,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100921,ORD100238,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM100922,ORD100238,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM100923,ORD100238,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM100924,ORD100238,RBX-COM-1012,6-Axis Force Sensor,2,4577,9154,0
ITEM100925,ORD100238,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM100926,ORD100238,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100927,ORD100239,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100928,ORD100239,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100929,ORD100239,RBX-SOF-1018,Fleet Management Platform,3,1872,5616,0
ITEM100930,ORD100240,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100931,ORD100240,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100932,ORD100241,RBX-SOF-1019,Simulation & Programming Tool,5,1719,8595,0
ITEM100933,ORD100241,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100934,ORD100241,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100935,ORD100242,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM100936,ORD100242,RBX-SOF-1020,Predictive Maintenance AI,5,734,3670,0
ITEM100937,ORD100242,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100938,ORD100242,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM100939,ORD100242,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM100940,ORD100243,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM100941,ORD100243,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM100942,ORD100243,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM100943,ORD100243,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100944,ORD100243,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM100945,ORD100243,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100946,ORD100243,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100947,ORD100243,RBX-COM-1013,High-Precision Gripper,5,2687,13435,0
ITEM100948,ORD100244,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100949,ORD100244,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM100950,ORD100244,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM100951,ORD100244,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM100952,ORD100244,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM100953,ORD100244,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM100954,ORD100244,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM100955,ORD100244,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100956,ORD100245,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM100957,ORD100245,RBX-COM-1012,6-Axis Force Sensor,2,4577,9154,0
ITEM100958,ORD100245,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM100959,ORD100245,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100960,ORD100246,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100961,ORD100246,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100962,ORD100247,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100963,ORD100247,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100964,ORD100248,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM100965,ORD100248,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM100966,ORD100248,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM100967,ORD100248,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM100968,ORD100248,RBX-SOF-1019,Simulation & Programming Tool,1,1719,1719,0
ITEM100969,ORD100248,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100970,ORD100249,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM100971,ORD100250,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM100972,ORD100250,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100973,ORD100250,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100974,ORD100250,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM100975,ORD100250,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM100976,ORD100251,RBX-COM-1012,6-Axis Force Sensor,3,4577,13731,0
ITEM100977,ORD100251,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM100978,ORD100251,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM100979,ORD100251,RBX-COM-1014,Vision System Pro,4,2111,8444,0
ITEM100980,ORD100251,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM100981,ORD100251,RBX-SOF-1019,Simulation & Programming Tool,5,1719,8595,0
ITEM100982,ORD100251,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM100983,ORD100251,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100984,ORD100252,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM100985,ORD100252,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM100986,ORD100252,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM100987,ORD100252,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM100988,ORD100252,RBX-COM-1013,High-Precision Gripper,4,2687,10748,0
ITEM100989,ORD100252,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM100990,ORD100252,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM100991,ORD100252,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM100992,ORD100253,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM100993,ORD100253,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM100994,ORD100254,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM100995,ORD100254,RBX-COM-1016,Safety Scanner System,3,2494,7482,0
ITEM100996,ORD100254,RBX-COM-1014,Vision System Pro,1,2111,2111,0
ITEM100997,ORD100255,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM100998,ORD100255,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM100999,ORD100255,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM101000,ORD100255,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101001,ORD100255,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101002,ORD100255,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101003,ORD100255,RBX-COM-1013,High-Precision Gripper,5,2687,13435,0
ITEM101004,ORD100255,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101005,ORD100256,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101006,ORD100257,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101007,ORD100257,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101008,ORD100257,RBX-SOF-1017,RobotOS Control Suite,2,1851,3702,0
ITEM101009,ORD100257,RBX-COM-1012,6-Axis Force Sensor,1,4577,4577,0
ITEM101010,ORD100257,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101011,ORD100257,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101012,ORD100257,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101013,ORD100258,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101014,ORD100259,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101015,ORD100259,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101016,ORD100259,RBX-SOF-1017,RobotOS Control Suite,4,1851,7404,0
ITEM101017,ORD100259,RBX-COM-1016,Safety Scanner System,1,2494,2494,0
ITEM101018,ORD100259,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101019,ORD100259,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101020,ORD100260,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101021,ORD100260,RBX-COM-1013,High-Precision Gripper,2,2687,5374,0
ITEM101022,ORD100260,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101023,ORD100261,RBX-COM-1016,Safety Scanner System,4,2494,9976,0
ITEM101024,ORD100261,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101025,ORD100261,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101026,ORD100262,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101027,ORD100262,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101028,ORD100263,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM101029,ORD100263,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101030,ORD100264,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101031,ORD100264,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101032,ORD100265,RBX-SOF-1017,RobotOS Control Suite,5,1851,9255,0
ITEM101033,ORD100265,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101034,ORD100265,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101035,ORD100266,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101036,ORD100266,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101037,ORD100267,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101038,ORD100267,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101039,ORD100268,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101040,ORD100268,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101041,ORD100269,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101042,ORD100269,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101043,ORD100269,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101044,ORD100269,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101045,ORD100269,RBX-COM-1016,Safety Scanner System,1,2494,2494,0
ITEM101046,ORD100270,RBX-COM-1013,High-Precision Gripper,4,2687,10748,0
ITEM101047,ORD100271,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101048,ORD100272,RBX-COM-1016,Safety Scanner System,4,2494,9976,0
ITEM101049,ORD100272,RBX-SOF-1018,Fleet Management Platform,3,1872,5616,0
ITEM101050,ORD100272,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101051,ORD100272,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101052,ORD100273,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM101053,ORD100273,RBX-SOF-1018,Fleet Management Platform,5,1872,9360,0
ITEM101054,ORD100274,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101055,ORD100274,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101056,ORD100274,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101057,ORD100275,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101058,ORD100275,RBX-SOF-1019,Simulation & Programming Tool,1,1719,1719,0
ITEM101059,ORD100276,RBX-COM-1012,6-Axis Force Sensor,2,4577,9154,0
ITEM101060,ORD100276,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101061,ORD100277,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101062,ORD100277,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101063,ORD100277,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101064,ORD100277,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101065,ORD100277,RBX-SOF-1017,RobotOS Control Suite,4,1851,7404,0
ITEM101066,ORD100277,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101067,ORD100277,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101068,ORD100278,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101069,ORD100278,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101070,ORD100278,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101071,ORD100279,RBX-COM-1015,End-Effector Kit,2,3144,6288,0
ITEM101072,ORD100279,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM101073,ORD100279,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM101074,ORD100280,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM101075,ORD100281,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101076,ORD100281,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101077,ORD100281,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101078,ORD100281,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101079,ORD100281,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101080,ORD100282,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101081,ORD100282,RBX-COM-1014,Vision System Pro,1,2111,2111,0
ITEM101082,ORD100282,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101083,ORD100282,RBX-SOF-1019,Simulation & Programming Tool,5,1719,8595,0
ITEM101084,ORD100283,RBX-COM-1013,High-Precision Gripper,5,2687,13435,0
ITEM101085,ORD100283,RBX-SOF-1017,RobotOS Control Suite,2,1851,3702,0
ITEM101086,ORD100284,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101087,ORD100284,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM101088,ORD100284,RBX-COM-1016,Safety Scanner System,4,2494,9976,0
ITEM101089,ORD100285,RBX-SOF-1020,Predictive Maintenance AI,2,734,1468,0
ITEM101090,ORD100285,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM101091,ORD100285,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101092,ORD100285,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101093,ORD100285,RBX-COM-1016,Safety Scanner System,1,2494,2494,0
ITEM101094,ORD100285,RBX-SOF-1019,Simulation & Programming Tool,2,1719,3438,0
ITEM101095,ORD100286,RBX-SOF-1019,Simulation & Programming Tool,1,1719,1719,0
ITEM101096,ORD100286,RBX-COM-1012,6-Axis Force Sensor,3,4577,13731,0
ITEM101097,ORD100286,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101098,ORD100286,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM101099,ORD100287,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101100,ORD100287,RBX-COM-1015,End-Effector Kit,2,3144,6288,0
ITEM101101,ORD100287,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101102,ORD100287,RBX-COM-1014,Vision System Pro,4,2111,8444,0
ITEM101103,ORD100287,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101104,ORD100287,RBX-COM-1013,High-Precision Gripper,2,2687,5374,0
ITEM101105,ORD100287,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101106,ORD100288,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101107,ORD100288,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM101108,ORD100289,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101109,ORD100289,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM101110,ORD100290,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM101111,ORD100290,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101112,ORD100290,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101113,ORD100290,RBX-COM-1016,Safety Scanner System,1,2494,2494,0
ITEM101114,ORD100290,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101115,ORD100291,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101116,ORD100291,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101117,ORD100291,RBX-COM-1015,End-Effector Kit,5,3144,15720,0
ITEM101118,ORD100292,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101119,ORD100292,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101120,ORD100292,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101121,ORD100292,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101122,ORD100293,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101123,ORD100293,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101124,ORD100293,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101125,ORD100294,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101126,ORD100294,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101127,ORD100294,RBX-COM-1015,End-Effector Kit,4,3144,12576,0
ITEM101128,ORD100294,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101129,ORD100294,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101130,ORD100294,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101131,ORD100294,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101132,ORD100295,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101133,ORD100295,RBX-COM-1013,High-Precision Gripper,4,2687,10748,0
ITEM101134,ORD100295,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101135,ORD100296,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101136,ORD100296,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101137,ORD100297,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM101138,ORD100298,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101139,ORD100299,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101140,ORD100299,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM101141,ORD100299,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101142,ORD100299,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101143,ORD100300,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101144,ORD100300,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101145,ORD100301,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM101146,ORD100301,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101147,ORD100301,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101148,ORD100302,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101149,ORD100302,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101150,ORD100302,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM101151,ORD100302,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101152,ORD100302,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101153,ORD100303,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101154,ORD100304,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101155,ORD100304,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101156,ORD100304,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101157,ORD100305,RBX-COM-1015,End-Effector Kit,4,3144,12576,0
ITEM101158,ORD100305,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101159,ORD100306,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101160,ORD100306,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101161,ORD100306,RBX-SOF-1017,RobotOS Control Suite,2,1851,3702,0
ITEM101162,ORD100307,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101163,ORD100307,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101164,ORD100307,RBX-SOF-1018,Fleet Management Platform,5,1872,9360,0
ITEM101165,ORD100307,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101166,ORD100307,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101167,ORD100307,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101168,ORD100307,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101169,ORD100308,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101170,ORD100309,RBX-SOF-1019,Simulation & Programming Tool,2,1719,3438,0
ITEM101171,ORD100309,RBX-COM-1015,End-Effector Kit,1,3144,3144,0
ITEM101172,ORD100309,RBX-SOF-1017,RobotOS Control Suite,1,1851,1851,0
ITEM101173,ORD100310,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101174,ORD100311,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101175,ORD100311,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101176,ORD100311,RBX-SOF-1017,RobotOS Control Suite,4,1851,7404,0
ITEM101177,ORD100311,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
