expense_id,month,department,category,budget_amount,actual_amount,variance,variance_pct,status,notes
EXP-001026,2024-04,Executive Leadership,Travel & Entertainment,17178.22,18999.94,1821.72,10.6,Requires Review,Variance exceeds threshold
EXP-001027,2024-04,Executive Leadership,Software & Licenses,8871.74,9250.22,378.48,4.27,Approved,
EXP-001028,2024-04,Executive Leadership,Equipment & Maintenance,6553.26,6140.24,-413.01,-6.3,Approved,
EXP-001029,2024-04,Executive Leadership,Professional Services,3968.65,3524.46,-444.19,-11.19,Approved,Variance exceeds threshold
EXP-001030,2024-04,Executive Leadership,Insurance,8876.62,8799.57,-77.05,-0.87,Approved,
EXP-001031,2024-04,Executive Leadership,Supplies,5046.37,5169.98,123.61,2.45,Approved,
EXP-001032,2024-04,Executive Leadership,Shipping & Freight,3042.15,2661.14,-381.01,-12.52,Approved,Variance exceeds threshold
EXP-001033,2024-04,Executive Leadership,Telecommunications,3175.06,3555.14,380.09,11.97,Requires Review,Variance exceeds threshold
EXP-001034,2024-04,Executive Leadership,Training,4746.46,4281.11,-465.36,-9.8,Approved,
EXP-001035,2024-04,Executive Leadership,R&D Materials,6378.69,6164.11,-214.57,-3.36,Approved,
EXP-001036,2024-04,Executive Leadership,Facility Maintenance,3236.94,2772.29,-464.66,-14.35,Approved,Variance exceeds threshold
EXP-001037,2024-04,Executive Leadership,Depreciation,6961.54,7104.06,142.51,2.05,Approved,
EXP-001038,2024-04,Human Resources,Salaries & Wages,54146.24,48621.68,-5524.56,-10.2,Approved,Variance exceeds threshold
EXP-001039,2024-04,Human Resources,Benefits,11592.99,10516.08,-1076.91,-9.29,Approved,
EXP-001040,2024-04,Human Resources,Office Rent,4240.16,3685.67,-554.49,-13.08,Approved,Variance exceeds threshold
EXP-001041,2024-04,Human Resources,Utilities,2299.12,2384.7,85.58,3.72,Approved,
EXP-001042,2024-04,Human Resources,Marketing & Advertising,1252.61,1295.29,42.68,3.41,Approved,
EXP-001043,2024-04,Human Resources,Travel & Entertainment,3186.28,2889.18,-297.1,-9.32,Approved,
EXP-001044,2024-04,Human Resources,Software & Licenses,4721.47,4910.43,188.96,4.0,Approved,
EXP-001045,2024-04,Human Resources,Equipment & Maintenance,1587.87,1375.47,-212.4,-13.38,Approved,Variance exceeds threshold
EXP-001046,2024-04,Human Resources,Professional Services,4559.06,4088.13,-470.93,-10.33,Approved,Variance exceeds threshold
EXP-001047,2024-04,Human Resources,Insurance,3176.08,2834.77,-341.31,-10.75,Approved,Variance exceeds threshold
EXP-001048,2024-04,Human Resources,Supplies,2107.54,2060.28,-47.26,-2.24,Approved,
EXP-001049,2024-04,Human Resources,Shipping & Freight,4511.97,4052.36,-459.61,-10.19,Approved,Variance exceeds threshold
EXP-001050,2024-04,Human Resources,Telecommunications,1949.71,2012.81,63.1,3.24,Approved,
EXP-001051,2024-04,Human Resources,Training,3430.79,3817.03,386.23,11.26,Requires Review,Variance exceeds threshold
EXP-001052,2024-04,Human Resources,R&D Materials,2269.83,2158.5,-111.34,-4.91,Approved,
EXP-001053,2024-04,Human Resources,Facility Maintenance,4356.66,4900.8,544.15,12.49,Requires Review,Variance exceeds threshold
EXP-001054,2024-04,Human Resources,Depreciation,3299.79,3743.96,444.17,13.46,Requires Review,Variance exceeds threshold
EXP-001055,2024-04,Sales & Marketing,Salaries & Wages,196820.28,193262.67,-3557.61,-1.81,Approved,
EXP-001056,2024-04,Sales & Marketing,Benefits,48862.82,49153.61,290.8,0.6,Approved,
EXP-001057,2024-04,Sales & Marketing,Office Rent,12853.25,11504.53,-1348.73,-10.49,Approved,Variance exceeds threshold
EXP-001058,2024-04,Sales & Marketing,Utilities,10675.05,9611.68,-1063.37,-9.96,Approved,
EXP-001059,2024-04,Sales & Marketing,Marketing & Advertising,72123.53,79504.48,7380.94,10.23,Requires Review,Variance exceeds threshold
EXP-001060,2024-04,Sales & Marketing,Travel & Entertainment,28816.08,32701.43,3885.35,13.48,Requires Review,Variance exceeds threshold
EXP-001061,2024-04,Sales & Marketing,Software & Licenses,3367.07,3817.85,450.79,13.39,Requires Review,Variance exceeds threshold
EXP-001062,2024-04,Sales & Marketing,Equipment & Maintenance,12130.3,11880.27,-250.03,-2.06,Approved,
EXP-001063,2024-04,Sales & Marketing,Professional Services,9561.96,8453.93,-1108.03,-11.59,Approved,Variance exceeds threshold
EXP-001064,2024-04,Sales & Marketing,Insurance,15456.65,16891.53,1434.88,9.28,Approved,
EXP-001065,2024-04,Sales & Marketing,Supplies,6051.66,6930.02,878.36,14.51,Requires Review,Variance exceeds threshold
EXP-001066,2024-04,Sales & Marketing,Shipping & Freight,8429.01,8645.88,216.87,2.57,Approved,
EXP-001067,2024-04,Sales & Marketing,Telecommunications,14693.93,14890.7,196.77,1.34,Approved,
EXP-001068,2024-04,Sales & Marketing,Training,4033.09,4561.13,528.04,13.09,Requires Review,Variance exceeds threshold
EXP-001069,2024-04,Sales & Marketing,R&D Materials,15833.52,18023.97,2190.45,13.83,Requires Review,Variance exceeds threshold
EXP-001070,2024-04,Sales & Marketing,Facility Maintenance,3722.38,3904.11,181.73,4.88,Approved,
EXP-001071,2024-04,Sales & Marketing,Depreciation,7461.23,7961.56,500.34,6.71,Approved,
EXP-001072,2024-04,Product Development,Salaries & Wages,277354.56,244840.93,-32513.63,-11.72,Approved,Variance exceeds threshold
EXP-001073,2024-04,Product Development,Benefits,61824.18,70376.77,8552.59,13.83,Requires Review,Variance exceeds threshold
EXP-001074,2024-04,Product Development,Office Rent,15627.62,17234.03,1606.41,10.28,Requires Review,Variance exceeds threshold
EXP-001075,2024-04,Product Development,Utilities,22138.42,19206.56,-2931.85,-13.24,Approved,Variance exceeds threshold
EXP-001076,2024-04,Product Development,Marketing & Advertising,7974.97,7274.35,-700.62,-8.79,Approved,
EXP-001077,2024-04,Product Development,Travel & Entertainment,8589.3,8442.82,-146.48,-1.71,Approved,
EXP-001078,2024-04,Product Development,Software & Licenses,7923.67,7388.63,-535.04,-6.75,Approved,
EXP-001079,2024-04,Product Development,Equipment & Maintenance,21463.25,23584.51,2121.26,9.88,Approved,
EXP-001080,2024-04,Product Development,Professional Services,16892.98,17665.82,772.84,4.57,Approved,
EXP-001081,2024-04,Product Development,Insurance,7811.31,7256.73,-554.58,-7.1,Approved,
EXP-001082,2024-04,Product Development,Supplies,16811.44,15835.6,-975.85,-5.8,Approved,
EXP-001083,2024-04,Product Development,Shipping & Freight,10366.75,10804.94,438.19,4.23,Approved,
EXP-001084,2024-04,Product Development,Telecommunications,15197.89,16899.56,1701.66,11.2,Requires Review,Variance exceeds threshold
EXP-001085,2024-04,Product Development,Training,17454.04,16497.96,-956.08,-5.48,Approved,
EXP-001086,2024-04,Product Development,R&D Materials,39295.39,44252.0,4956.61,12.61,Requires Review,Variance exceeds threshold
EXP-001087,2024-04,Product Development,Facility Maintenance,9886.07,10102.61,216.54,2.19,Approved,
EXP-001088,2024-04,Product Development,Depreciation,21036.32,21864.37,828.05,3.94,Approved,
EXP-001089,2024-04,Manufacturing,Salaries & Wages,240167.37,266972.67,26805.3,11.16,Requires Review,Variance exceeds threshold
EXP-001090,2024-04,Manufacturing,Benefits,47972.54,43623.42,-4349.12,-9.07,Approved,
EXP-001091,2024-04,Manufacturing,Office Rent,17766.39,18705.28,938.88,5.28,Approved,
EXP-001092,2024-04,Manufacturing,Utilities,12432.1,12818.3,386.2,3.11,Approved,
EXP-001093,2024-04,Manufacturing,Marketing & Advertising,13733.39,15574.12,1840.73,13.4,Requires Review,Variance exceeds threshold
EXP-001094,2024-04,Manufacturing,Travel & Entertainment,18686.04,18893.99,207.95,1.11,Approved,
EXP-001095,2024-04,Manufacturing,Software & Licenses,15103.58,15872.78,769.19,5.09,Approved,
EXP-001096,2024-04,Manufacturing,Equipment & Maintenance,16840.86,16290.14,-550.72,-3.27,Approved,
EXP-001097,2024-04,Manufacturing,Professional Services,14124.2,13994.32,-129.87,-0.92,Approved,
EXP-001098,2024-04,Manufacturing,Insurance,4844.18,5341.09,496.92,10.26,Requires Review,Variance exceeds threshold
EXP-001099,2024-04,Manufacturing,Supplies,9027.05,8962.27,-64.78,-0.72,Approved,
EXP-001100,2024-04,Manufacturing,Shipping & Freight,4902.73,4465.48,-437.24,-8.92,Approved,
EXP-001101,2024-04,Manufacturing,Telecommunications,9717.6,8780.56,-937.04,-9.64,Approved,
EXP-001102,2024-04,Manufacturing,Training,7661.43,7288.22,-373.21,-4.87,Approved,
EXP-001103,2024-04,Manufacturing,R&D Materials,7524.84,6614.46,-910.39,-12.1,Approved,Variance exceeds threshold
EXP-001104,2024-04,Manufacturing,Facility Maintenance,5662.67,5583.91,-78.76,-1.39,Approved,
EXP-001105,2024-04,Manufacturing,Depreciation,11985.38,13184.0,1198.62,10.0,Requires Review,Variance exceeds threshold
EXP-001106,2024-04,Quality Assurance,Salaries & Wages,77975.92,88355.79,10379.87,13.31,Requires Review,Variance exceeds threshold
EXP-001107,2024-04,Quality Assurance,Benefits,16067.27,13846.54,-2220.73,-13.82,Approved,Variance exceeds threshold
EXP-001108,2024-04,Quality Assurance,Office Rent,4474.02,4801.65,327.63,7.32,Approved,
EXP-001109,2024-04,Quality Assurance,Utilities,4523.71,4864.81,341.09,7.54,Approved,
EXP-001110,2024-04,Quality Assurance,Marketing & Advertising,1390.73,1440.66,49.93,3.59,Approved,
EXP-001111,2024-04,Quality Assurance,Travel & Entertainment,1692.64,1694.24,1.6,0.09,Approved,
EXP-001112,2024-04,Quality Assurance,Software & Licenses,2187.89,2286.75,98.86,4.52,Approved,
EXP-001113,2024-04,Quality Assurance,Equipment & Maintenance,3109.92,3388.78,278.86,8.97,Approved,
EXP-001114,2024-04,Quality Assurance,Professional Services,2591.96,2284.72,-307.24,-11.85,Approved,Variance exceeds threshold
EXP-001115,2024-04,Quality Assurance,Insurance,4810.8,4907.12,96.32,2.0,Approved,
EXP-001116,2024-04,Quality Assurance,Supplies,2920.81,2799.85,-120.96,-4.14,Approved,
EXP-001117,2024-04,Quality Assurance,Shipping & Freight,4783.77,5040.54,256.77,5.37,Approved,
EXP-001118,2024-04,Quality Assurance,Telecommunications,3668.11,3538.85,-129.26,-3.52,Approved,
EXP-001119,2024-04,Quality Assurance,Training,4513.14,4760.78,247.64,5.49,Approved,
EXP-001120,2024-04,Quality Assurance,R&D Materials,2323.13,1991.67,-331.45,-14.27,Approved,Variance exceeds threshold
EXP-001121,2024-04,Quality Assurance,Facility Maintenance,4778.57,4776.36,-2.21,-0.05,Approved,
EXP-001122,2024-04,Quality Assurance,Depreciation,3254.04,2898.49,-355.55,-10.93,Approved,Variance exceeds threshold
EXP-001123,2024-04,Customer Service,Salaries & Wages,69423.09,68875.34,-547.74,-0.79,Approved,
EXP-001124,2024-04,Customer Service,Benefits,13249.77,14371.09,1121.32,8.46,Approved,
EXP-001125,2024-04,Customer Service,Office Rent,1126.31,1102.96,-23.35,-2.07,Approved,
EXP-001126,2024-04,Customer Service,Utilities,4513.01,4601.63,88.62,1.96,Approved,
EXP-001127,2024-04,Customer Service,Marketing & Advertising,3265.82,2913.85,-351.96,-10.78,Approved,Variance exceeds threshold
EXP-001128,2024-04,Customer Service,Travel & Entertainment,4040.93,3824.82,-216.11,-5.35,Approved,
EXP-001129,2024-04,Customer Service,Software & Licenses,2791.13,2601.41,-189.71,-6.8,Approved,
EXP-001130,2024-04,Customer Service,Equipment & Maintenance,5424.59,4709.04,-715.56,-13.19,Approved,Variance exceeds threshold
EXP-001131,2024-04,Customer Service,Professional Services,1339.33,1239.14,-100.19,-7.48,Approved,
EXP-001132,2024-04,Customer Service,Insurance,2424.04,2132.65,-291.38,-12.02,Approved,Variance exceeds threshold
EXP-001133,2024-04,Customer Service,Supplies,4300.8,4347.74,46.94,1.09,Approved,
EXP-001134,2024-04,Customer Service,Shipping & Freight,4025.47,3625.87,-399.6,-9.93,Approved,
EXP-001135,2024-04,Customer Service,Telecommunications,2853.18,3173.79,320.61,11.24,Requires Review,Variance exceeds threshold
EXP-001136,2024-04,Customer Service,Training,4521.26,4802.13,280.87,6.21,Approved,
EXP-001137,2024-04,Customer Service,R&D Materials,3249.39,3272.88,23.49,0.72,Approved,
EXP-001138,2024-04,Customer Service,Facility Maintenance,1755.79,1873.75,117.96,6.72,Approved,
EXP-001139,2024-04,Customer Service,Depreciation,5011.74,5708.19,696.45,13.9,Requires Review,Variance exceeds threshold
EXP-001140,2024-04,Finance,Salaries & Wages,78961.32,76046.41,-2914.9,-3.69,Approved,
EXP-001141,2024-04,Finance,Benefits,19387.87,18237.06,-1150.81,-5.94,Approved,
EXP-001142,2024-04,Finance,Office Rent,5562.69,5267.68,-295.01,-5.3,Approved,
EXP-001143,2024-04,Finance,Utilities,6448.37,5643.22,-805.14,-12.49,Approved,Variance exceeds threshold
EXP-001144,2024-04,Finance,Marketing & Advertising,1864.73,1738.75,-125.99,-6.76,Approved,
EXP-001145,2024-04,Finance,Travel & Entertainment,6942.1,7346.79,404.69,5.83,Approved,
EXP-001146,2024-04,Finance,Software & Licenses,3787.63,3586.89,-200.74,-5.3,Approved,
EXP-001147,2024-04,Finance,Equipment & Maintenance,3473.33,2993.47,-479.86,-13.82,Approved,Variance exceeds threshold
EXP-001148,2024-04,Finance,Professional Services,4507.71,3887.31,-620.4,-13.76,Approved,Variance exceeds threshold
EXP-001149,2024-04,Finance,Insurance,5233.66,5711.85,478.19,9.14,Approved,
EXP-001150,2024-04,Finance,Supplies,5316.37,4685.65,-630.72,-11.86,Approved,Variance exceeds threshold
EXP-001151,2024-04,Finance,Shipping & Freight,4412.75,4906.68,493.93,11.19,Requires Review,Variance exceeds threshold
EXP-001152,2024-04,Finance,Telecommunications,5996.65,5208.27,-788.38,-13.15,Approved,Variance exceeds threshold
EXP-001153,2024-04,Finance,Training,3939.8,3986.65,46.85,1.19,Approved,
EXP-001154,2024-04,Finance,R&D Materials,3475.11,3682.96,207.85,5.98,Approved,
EXP-001155,2024-04,Finance,Facility Maintenance,1869.81,1617.18,-252.62,-13.51,Approved,Variance exceeds threshold
EXP-001156,2024-04,Finance,Depreciation,3841.39,4336.78,495.39,12.9,Requires Review,Variance exceeds threshold
EXP-001157,2024-04,IT & Systems,Salaries & Wages,60617.51,66184.82,5567.31,9.18,Approved,
EXP-001158,2024-04,IT & Systems,Benefits,12944.08,13740.26,796.18,6.15,Approved,
EXP-001159,2024-04,IT & Systems,Office Rent,4277.63,3789.13,-488.5,-11.42,Approved,Variance exceeds threshold
EXP-001160,2024-04,IT & Systems,Utilities,1575.92,1426.54,-149.38,-9.48,Approved,
EXP-001161,2024-04,IT & Systems,Marketing & Advertising,1139.25,1213.13,73.88,6.49,Approved,
EXP-001162,2024-04,IT & Systems,Travel & Entertainment,3430.49,3526.08,95.59,2.79,Approved,
EXP-001163,2024-04,IT & Systems,Software & Licenses,3008.53,3317.13,308.6,10.26,Requires Review,Variance exceeds threshold
EXP-001164,2024-04,IT & Systems,Equipment & Maintenance,2659.32,2676.45,17.14,0.64,Approved,
EXP-001165,2024-04,IT & Systems,Professional Services,2817.07,3005.06,188.0,6.67,Approved,
EXP-001166,2024-04,IT & Systems,Insurance,2439.77,2355.49,-84.29,-3.45,Approved,
EXP-001167,2024-04,IT & Systems,Supplies,2019.48,1863.69,-155.79,-7.71,Approved,
EXP-001168,2024-04,IT & Systems,Shipping & Freight,4179.15,4205.58,26.44,0.63,Approved,
EXP-001169,2024-04,IT & Systems,Telecommunications,3844.79,3953.38,108.59,2.82,Approved,
EXP-001170,2024-04,IT & Systems,Training,4089.51,3478.57,-610.94,-14.94,Approved,Variance exceeds threshold
EXP-001171,2024-04,IT & Systems,R&D Materials,3273.65,3741.06,467.42,14.28,Requires Review,Variance exceeds threshold
EXP-001172,2024-04,IT & Systems,Facility Maintenance,1397.93,1525.96,128.03,9.16,Approved,
EXP-001173,2024-04,IT & Systems,Depreciation,4079.85,4061.62,-18.22,-0.45,Approved,
EXP-001174,2024-04,Legal & Compliance,Salaries & Wages,57630.43,60190.92,2560.49,4.44,Approved,
EXP-001175,2024-04,Legal & Compliance,Benefits,12542.87,10799.49,-1743.38,-13.9,Approved,Variance exceeds threshold
EXP-001176,2024-04,Legal & Compliance,Office Rent,1734.16,1731.57,-2.59,-0.15,Approved,
EXP-001177,2024-04,Legal & Compliance,Utilities,1955.35,1960.86,5.51,0.28,Approved,
EXP-001178,2024-04,Legal & Compliance,Marketing & Advertising,3174.47,3243.33,68.86,2.17,Approved,
EXP-001179,2024-04,Legal & Compliance,Travel & Entertainment,4396.41,4670.92,274.52,6.24,Approved,
EXP-001180,2024-04,Legal & Compliance,Software & Licenses,2748.41,3109.18,360.77,13.13,Requires Review,Variance exceeds threshold
EXP-001181,2024-04,Legal & Compliance,Equipment & Maintenance,2369.98,2462.83,92.85,3.92,Approved,
EXP-001182,2024-04,Legal & Compliance,Professional Services,4342.43,4688.38,345.95,7.97,Approved,
EXP-001183,2024-04,Legal & Compliance,Insurance,2625.83,2659.5,33.68,1.28,Approved,
EXP-001184,2024-04,Legal & Compliance,Supplies,1738.01,1544.38,-193.63,-11.14,Approved,Variance exceeds threshold
EXP-001185,2024-04,Legal & Compliance,Shipping & Freight,4846.01,4302.08,-543.93,-11.22,Approved,Variance exceeds threshold
EXP-001186,2024-04,Legal & Compliance,Telecommunications,4986.43,5060.96,74.53,1.49,Approved,
EXP-001187,2024-04,Legal & Compliance,Training,1540.27,1393.54,-146.73,-9.53,Approved,
EXP-001188,2024-04,Legal & Compliance,R&D Materials,2747.76,2485.33,-262.42,-9.55,Approved,
EXP-001189,2024-04,Legal & Compliance,Facility Maintenance,3814.57,4216.78,402.21,10.54,Requires Review,Variance exceeds threshold
EXP-001190,2024-04,Legal & Compliance,Depreciation,1645.16,1556.46,-88.69,-5.39,Approved,
EXP-001191,2024-05,Executive Leadership,Salaries & Wages,134998.73,117486.74,-17512.0,-12.97,Approved,Variance exceeds threshold
EXP-001192,2024-05,Executive Leadership,Benefits,31291.1,35583.14,4292.04,13.72,Requires Review,Variance exceeds threshold
EXP-001193,2024-05,Executive Leadership,Office Rent,4970.22,4444.81,-525.41,-10.57,Approved,Variance exceeds threshold
EXP-001194,2024-05,Executive Leadership,Utilities,9703.55,8451.23,-1252.32,-12.91,Approved,Variance exceeds threshold
EXP-001195,2024-05,Executive Leadership,Marketing & Advertising,5947.62,5681.59,-266.04,-4.47,Approved,
EXP-001196,2024-05,Executive Leadership,Travel & Entertainment,17370.99,18122.41,751.41,4.33,Approved,
EXP-001197,2024-05,Executive Leadership,Software & Licenses,9731.38,10164.72,433.33,4.45,Approved,
EXP-001198,2024-05,Executive Leadership,Equipment & Maintenance,5283.32,5476.77,193.45,3.66,Approved,
EXP-001199,2024-05,Executive Leadership,Professional Services,2806.94,2543.34,-263.6,-9.39,Approved,
EXP-001200,2024-05,Executive Leadership,Insurance,6423.83,6938.87,515.04,8.02,Approved,
EXP-001201,2024-05,Executive Leadership,Supplies,3274.56,3086.35,-188.21,-5.75,Approved,
EXP-001202,2024-05,Executive Leadership,Shipping & Freight,9037.61,9934.14,896.53,9.92,Approved,
EXP-001203,2024-05,Executive Leadership,Telecommunications,3994.84,4153.88,159.04,3.98,Approved,
EXP-001204,2024-05,Executive Leadership,Training,9227.94,8975.62,-252.32,-2.73,Approved,
EXP-001205,2024-05,Executive Leadership,R&D Materials,7257.28,7376.07,118.79,1.64,Approved,
EXP-001206,2024-05,Executive Leadership,Facility Maintenance,8744.15,7819.09,-925.06,-10.58,Approved,Variance exceeds threshold
EXP-001207,2024-05,Executive Leadership,Depreciation,5108.53,4461.07,-647.46,-12.67,Approved,Variance exceeds threshold
EXP-001208,2024-05,Human Resources,Salaries & Wages,60165.93,63828.85,3662.92,6.09,Approved,
EXP-001209,2024-05,Human Resources,Benefits,11736.8,11447.61,-289.19,-2.46,Approved,
EXP-001210,2024-05,Human Resources,Office Rent,3162.13,3099.55,-62.58,-1.98,Approved,
EXP-001211,2024-05,Human Resources,Utilities,2854.73,3002.75,148.02,5.18,Approved,
EXP-001212,2024-05,Human Resources,Marketing & Advertising,2986.72,3085.57,98.85,3.31,Approved,
EXP-001213,2024-05,Human Resources,Travel & Entertainment,1214.17,1224.64,10.47,0.86,Approved,
EXP-001214,2024-05,Human Resources,Software & Licenses,1103.97,961.78,-142.2,-12.88,Approved,Variance exceeds threshold
EXP-001215,2024-05,Human Resources,Equipment & Maintenance,1968.57,1787.38,-181.19,-9.2,Approved,
EXP-001216,2024-05,Human Resources,Professional Services,4296.45,4096.74,-199.71,-4.65,Approved,
EXP-001217,2024-05,Human Resources,Insurance,2547.64,2702.49,154.85,6.08,Approved,
EXP-001218,2024-05,Human Resources,Supplies,2048.51,2217.52,169.0,8.25,Approved,
EXP-001219,2024-05,Human Resources,Shipping & Freight,3298.57,3680.44,381.87,11.58,Requires Review,Variance exceeds threshold
EXP-001220,2024-05,Human Resources,Telecommunications,965.79,991.61,25.82,2.67,Approved,
EXP-001221,2024-05,Human Resources,Training,3976.69,3651.44,-325.25,-8.18,Approved,
EXP-001222,2024-05,Human Resources,R&D Materials,2201.08,2078.35,-122.73,-5.58,Approved,
EXP-001223,2024-05,Human Resources,Facility Maintenance,4028.26,4496.87,468.61,11.63,Requires Review,Variance exceeds threshold
EXP-001224,2024-05,Human Resources,Depreciation,3690.07,3969.9,279.82,7.58,Approved,
EXP-001225,2024-05,Sales & Marketing,Salaries & Wages,185430.93,158082.34,-27348.59,-14.75,Approved,Variance exceeds threshold
EXP-001226,2024-05,Sales & Marketing,Benefits,45284.87,39167.69,-6117.18,-13.51,Approved,Variance exceeds threshold
EXP-001227,2024-05,Sales & Marketing,Office Rent,14293.69,12290.53,-2003.16,-14.01,Approved,Variance exceeds threshold
EXP-001228,2024-05,Sales & Marketing,Utilities,14721.06,15002.67,281.61,1.91,Approved,
EXP-001229,2024-05,Sales & Marketing,Marketing & Advertising,68952.74,60738.52,-8214.22,-11.91,Approved,Variance exceeds threshold
EXP-001230,2024-05,Sales & Marketing,Travel & Entertainment,22925.95,25677.11,2751.16,12.0,Requires Review,Variance exceeds threshold
EXP-001231,2024-05,Sales & Marketing,Software & Licenses,11856.81,12469.46,612.65,5.17,Approved,
EXP-001232,2024-05,Sales & Marketing,Equipment & Maintenance,12601.43,13141.81,540.37,4.29,Approved,
EXP-001233,2024-05,Sales & Marketing,Professional Services,12552.88,10787.98,-1764.9,-14.06,Approved,Variance exceeds threshold
EXP-001234,2024-05,Sales & Marketing,Insurance,6458.9,5552.34,-906.56,-14.04,Approved,Variance exceeds threshold
EXP-001235,2024-05,Sales & Marketing,Supplies,10968.54,12291.51,1322.98,12.06,Requires Review,Variance exceeds threshold
EXP-001236,2024-05,Sales & Marketing,Shipping & Freight,6704.51,7600.83,896.32,13.37,Requires Review,Variance exceeds threshold
EXP-001237,2024-05,Sales & Marketing,Telecommunications,14230.06,14530.02,299.96,2.11,Approved,
EXP-001238,2024-05,Sales & Marketing,Training,7612.67,6717.32,-895.35,-11.76,Approved,Variance exceeds threshold
EXP-001239,2024-05,Sales & Marketing,R&D Materials,4753.19,4855.67,102.48,2.16,Approved,
EXP-001240,2024-05,Sales & Marketing,Facility Maintenance,9770.26,8959.81,-810.44,-8.3,Approved,
EXP-001241,2024-05,Sales & Marketing,Depreciation,6821.02,7445.88,624.86,9.16,Approved,
EXP-001242,2024-05,Product Development,Salaries & Wages,280027.2,299245.96,19218.76,6.86,Approved,
EXP-001243,2024-05,Product Development,Benefits,63399.06,72229.85,8830.79,13.93,Requires Review,Variance exceeds threshold
EXP-001244,2024-05,Product Development,Office Rent,11384.97,12813.04,1428.07,12.54,Requires Review,Variance exceeds threshold
EXP-001245,2024-05,Product Development,Utilities,8007.84,8437.33,429.49,5.36,Approved,
EXP-001246,2024-05,Product Development,Marketing & Advertising,12033.64,12967.11,933.46,7.76,Approved,
EXP-001247,2024-05,Product Development,Travel & Entertainment,16633.34,15770.66,-862.67,-5.19,Approved,
EXP-001248,2024-05,Product Development,Software & Licenses,13733.63,15691.39,1957.76,14.26,Requires Review,Variance exceeds threshold
EXP-001249,2024-05,Product Development,Equipment & Maintenance,17625.19,17046.33,-578.86,-3.28,Approved,
EXP-001250,2024-05,Product Development,Professional Services,4745.7,4952.21,206.51,4.35,Approved,
EXP-001251,2024-05,Product Development,Insurance,22205.76,24975.79,2770.03,12.47,Requires Review,Variance exceeds threshold
EXP-001252,2024-05,Product Development,Supplies,10130.96,11189.91,1058.94,10.45,Requires Review,Variance exceeds threshold
EXP-001253,2024-05,Product Development,Shipping & Freight,15187.59,14221.84,-965.75,-6.36,Approved,
EXP-001254,2024-05,Product Development,Telecommunications,10033.41,8624.24,-1409.17,-14.04,Approved,Variance exceeds threshold
EXP-001255,2024-05,Product Development,Training,5676.8,5055.05,-621.74,-10.95,Approved,Variance exceeds threshold
EXP-001256,2024-05,Product Development,R&D Materials,51862.66,57637.74,5775.08,11.14,Requires Review,Variance exceeds threshold
EXP-001257,2024-05,Product Development,Facility Maintenance,15686.19,14559.12,-1127.07,-7.19,Approved,
EXP-001258,2024-05,Product Development,Depreciation,19421.07,16726.21,-2694.86,-13.88,Approved,Variance exceeds threshold
EXP-001259,2024-05,Manufacturing,Salaries & Wages,230367.43,254297.08,23929.65,10.39,Requires Review,Variance exceeds threshold
EXP-001260,2024-05,Manufacturing,Benefits,48203.49,48327.81,124.31,0.26,Approved,
EXP-001261,2024-05,Manufacturing,Office Rent,8595.07,8956.01,360.94,4.2,Approved,
EXP-001262,2024-05,Manufacturing,Utilities,9946.65,10887.87,941.22,9.46,Approved,
EXP-001263,2024-05,Manufacturing,Marketing & Advertising,6987.47,7938.55,951.08,13.61,Requires Review,Variance exceeds threshold
EXP-001264,2024-05,Manufacturing,Travel & Entertainment,8227.06,7761.4,-465.66,-5.66,Approved,
EXP-001265,2024-05,Manufacturing,Software & Licenses,13733.8,13047.65,-686.15,-5.0,Approved,
EXP-001266,2024-05,Manufacturing,Equipment & Maintenance,6071.56,5400.85,-670.71,-11.05,Approved,Variance exceeds threshold
EXP-001267,2024-05,Manufacturing,Professional Services,9140.94,8551.43,-589.51,-6.45,Approved,
EXP-001268,2024-05,Manufacturing,Insurance,10231.77,9758.11,-473.67,-4.63,Approved,
EXP-001269,2024-05,Manufacturing,Supplies,7449.78,7856.41,406.64,5.46,Approved,
EXP-001270,2024-05,Manufacturing,Shipping & Freight,18231.0,18892.99,661.99,3.63,Approved,
EXP-001271,2024-05,Manufacturing,Telecommunications,15016.01,13071.45,-1944.56,-12.95,Approved,Variance exceeds threshold
EXP-001272,2024-05,Manufacturing,Training,9995.24,9602.73,-392.5,-3.93,Approved,
EXP-001273,2024-05,Manufacturing,R&D Materials,4287.21,3848.14,-439.07,-10.24,Approved,Variance exceeds threshold
EXP-001274,2024-05,Manufacturing,Facility Maintenance,15739.12,17617.57,1878.45,11.93,Requires Review,Variance exceeds threshold
EXP-001275,2024-05,Manufacturing,Depreciation,4807.22,4116.6,-690.62,-14.37,Approved,Variance exceeds threshold
EXP-001276,2024-05,Quality Assurance,Salaries & Wages,66736.69,73477.15,6740.46,10.1,Requires Review,Variance exceeds threshold
EXP-001277,2024-05,Quality Assurance,Benefits,21424.84,21709.81,284.97,1.33,Approved,
EXP-001278,2024-05,Quality Assurance,Office Rent,2642.1,2671.38,29.28,1.11,Approved,
EXP-001279,2024-05,Quality Assurance,Utilities,2490.64,2611.51,120.87,4.85,Approved,
EXP-001280,2024-05,Quality Assurance,Marketing & Advertising,4771.51,5415.26,643.75,13.49,Requires Review,Variance exceeds threshold
EXP-001281,2024-05,Quality Assurance,Travel & Entertainment,4265.11,4481.35,216.24,5.07,Approved,
EXP-001282,2024-05,Quality Assurance,Software & Licenses,4852.67,5244.22,391.55,8.07,Approved,
