bug_id,product_name,title,description,category,priority,severity,status,created_date,resolved_date,days_to_fix,assigned_to,reported_by,reproducible,version_affected,fix_version
BUG-000108,RobotOS Control Suite,Integration - Issue #108,Integration issue in RobotOS Control Suite,Integration,High,Major,Closed,2025-02-22,2025-02-27,5,Emily Thompson,Customer,Sometimes,1.14.2,5.6.15
BUG-000109,Fleet Management Platform,Security - Error #109,Security issue in Fleet Management Platform,Security,Medium,Major,Fixed,2024-11-10,2024-12-13,33,Emily Thompson,Engineering,No,3.6.0,2.8.9
BUG-000110,Fleet Management Platform,Feature Malfunction - Defect #110,"Bug Report: Anomaly Detection False Positives on Motor Vibration Analysis

Description:
The predictive maintenance AI is generating excessive false positive alerts for motor bearing failures on production line #3. System is flagging normal operationa",Feature Malfunction,High,Minor,In Progress,2023-11-26,,,Emily Thompson,Engineering,Yes,2.1.18,
BUG-000111,Vision System Pro,UI/UX Issue - Defect #111,UI/UX Issue issue in Predictive Maintenance AI,UI/UX Issue,Low,Critical,Fixed,2025-10-20,2025-12-04,45,Marcus Johnson,Customer,Yes,4.9.3,3.11.11
BUG-000112,Vision System Pro,UI/UX Issue - Problem #112,"Bug Report: Inconsistent Robot Path Preview Rendering

Description:
When using the path preview feature in the simulation environment, the projected robot trajectory line becomes intermittently invisible when rotating the 3D view between 45-90 degree",UI/UX Issue,Medium,Trivial,Fixed,2025-06-06,2025-07-02,26,Marcus Johnson,Engineering,No,2.11.9,4.6.10
BUG-000113,Simulation Tool,Documentation - Issue #113,"Bug Report: Inconsistent Sensor Reading Notifications in Predictive Maintenance Dashboard

Description:
The predictive maintenance dashboard is failing to consistently display real-time sensor reading notifications for manufacturing robots in Zone B.",Documentation,Medium,Minor,In Progress,2024-03-12,,,Marcus Johnson,Customer,Yes,5.2.1,
BUG-000114,Predictive Maintenance AI,Crash/Stability - Error #114,Crash/Stability issue in Vision System Pro,Crash/Stability,Low,Critical,Fixed,2024-03-20,2024-05-06,47,Emily Thompson,Engineering,No,2.14.6,1.13.18
BUG-000115,Predictive Maintenance AI,UI/UX Issue - Error #115,UI/UX Issue issue in Simulation Tool,UI/UX Issue,Medium,Major,Closed,2023-12-26,2024-01-05,10,Emily Thompson,QA,No,2.10.12,5.14.3
BUG-000116,Predictive Maintenance AI,Performance - Problem #116,"Bug Report: Intermittent Latency in Robot Status Updates

Description:
When monitoring multiple robots (10+) in the Fleet Management Platform, robot status updates are experiencing delayed synchronization. Status indicators (battery, position, task p",Performance,Medium,Trivial,Open,2024-11-08,,,Nicole Sanders,Customer,Yes,1.6.12,
BUG-000117,Fleet Management Platform,Documentation - Defect #117,Documentation issue in RobotOS Control Suite,Documentation,Medium,Minor,In Progress,2024-12-08,,,Emily Thompson,Engineering,Yes,2.14.18,
BUG-000118,Predictive Maintenance AI,Documentation - Defect #118,"Bug Report: Incorrect Joint Angle Documentation in Simulation Export

Description:
When exporting joint angle data from the robot simulation to CSV format, the documented angle conventions don't match the actual output values. The user manual states ",Documentation,Medium,Critical,Fixed,2023-12-28,2024-02-17,51,Nicole Sanders,Customer,Yes,4.9.1,3.11.13
BUG-000119,Simulation Tool,Integration - Problem #119,Integration issue in Simulation Tool,Integration,Low,Trivial,Closed,2025-09-28,2025-11-04,37,Marcus Johnson,QA,Yes,5.0.17,1.4.7
BUG-000120,Simulation Tool,Feature Malfunction - Defect #120,"Bug Report: Inconsistent Vibration Threshold Alerts

Description:
The predictive maintenance AI system is generating false positive alerts for equipment vibration thresholds on production line B. When monitoring CNC machines, the system triggers main",Feature Malfunction,Medium,Critical,Closed,2024-07-05,2024-07-27,22,Emily Thompson,Customer,Yes,3.3.15,3.3.20
BUG-000121,Predictive Maintenance AI,Documentation - Defect #121,Documentation issue in Vision System Pro,Documentation,Medium,Trivial,Closed,2025-09-05,2025-10-18,43,Nicole Sanders,QA,Sometimes,5.7.9,1.2.6
BUG-000122,Simulation Tool,Integration - Problem #122,"Bug Report: Inconsistent Joint Movement in Multi-Robot Simulation

Description:
When running a multi-robot simulation with more than three robotic arms, the fourth robot's joint movements become erratic and don't follow the programmed trajectory. The",Integration,Medium,Minor,Closed,2024-02-14,2024-04-12,58,Emily Thompson,Customer,Sometimes,2.13.6,4.10.2
BUG-000123,Predictive Maintenance AI,Performance - Error #123,Performance issue in Fleet Management Platform,Performance,High,Minor,In Progress,2025-03-18,,,Rachel Green,Engineering,Yes,3.5.14,
BUG-000124,Fleet Management Platform,Performance - Defect #124,Performance issue in Predictive Maintenance AI,Performance,Low,Trivial,In Progress,2025-03-25,,,Nicole Sanders,Customer,Yes,3.9.9,
BUG-000125,RobotOS Control Suite,Performance - Defect #125,Performance issue in RobotOS Control Suite,Performance,Medium,Major,Closed,2024-01-17,2024-03-17,60,Rachel Green,Engineering,No,3.6.12,2.12.11
BUG-000126,Fleet Management Platform,Performance - Issue #126,Performance issue in Vision System Pro,Performance,Medium,Minor,Open,2025-07-28,,,Marcus Johnson,Support,Sometimes,1.7.4,
BUG-000127,Vision System Pro,Integration - Defect #127,Integration issue in Fleet Management Platform,Integration,Medium,Critical,In Progress,2025-01-30,,,Emily Thompson,Engineering,Yes,4.2.10,
BUG-000128,Predictive Maintenance AI,Feature Malfunction - Problem #128,"Bug Report: Inconsistent Robot Status Updates in Fleet Dashboard

Description:
The fleet management dashboard is displaying incorrect real-time status for multiple AGVs (Automated Guided Vehicles). When robots transition between ""In Operation"" and ""C",Feature Malfunction,Medium,Major,In Progress,2024-01-19,,,Rachel Green,Customer,Yes,3.12.19,
BUG-000129,RobotOS Control Suite,Data Integrity - Defect #129,Data Integrity issue in Simulation Tool,Data Integrity,High,Critical,Closed,2024-06-12,2024-06-20,8,Rachel Green,Customer,Yes,3.15.1,4.15.7
BUG-000130,Predictive Maintenance AI,Data Integrity - Issue #130,Data Integrity issue in Simulation Tool,Data Integrity,Low,Critical,In Progress,2024-03-12,,,Marcus Johnson,Customer,Yes,5.14.17,
BUG-000131,Vision System Pro,Feature Malfunction - Problem #131,Feature Malfunction issue in Simulation Tool,Feature Malfunction,Medium,Major,In Progress,2023-11-01,,,Rachel Green,Support,No,2.4.17,
BUG-000132,Predictive Maintenance AI,Data Integrity - Error #132,Data Integrity issue in Predictive Maintenance AI,Data Integrity,High,Minor,Closed,2025-03-11,2025-03-20,9,Nicole Sanders,Customer,Yes,3.5.3,1.9.1
BUG-000133,RobotOS Control Suite,Integration - Defect #133,Integration issue in RobotOS Control Suite,Integration,Medium,Major,Fixed,2023-12-23,2024-01-28,36,Nicole Sanders,Engineering,Sometimes,1.0.7,1.1.4
BUG-000134,RobotOS Control Suite,Security - Issue #134,Security issue in Fleet Management Platform,Security,High,Minor,Open,2024-10-07,,,Emily Thompson,Customer,Yes,5.6.9,
BUG-000135,RobotOS Control Suite,Data Integrity - Error #135,Data Integrity issue in Vision System Pro,Data Integrity,Low,Critical,Open,2023-12-08,,,Nicole Sanders,Customer,No,5.10.19,
BUG-000136,RobotOS Control Suite,Performance - Problem #136,Performance issue in Fleet Management Platform,Performance,Low,Trivial,Open,2024-05-18,,,Rachel Green,QA,Yes,2.10.2,
BUG-000137,Predictive Maintenance AI,Feature Malfunction - Defect #137,Feature Malfunction issue in Vision System Pro,Feature Malfunction,Medium,Major,In Progress,2023-11-17,,,Rachel Green,Customer,Sometimes,4.11.15,
BUG-000138,Vision System Pro,Documentation - Problem #138,"Bug Report: Inconsistent Sensor Data Logging in Predictive Maintenance Dashboard

Description:
The maintenance history graph in the PM-AI dashboard occasionally displays gaps in sensor data logging for connected robotic arms, specifically for tempera",Documentation,Medium,Trivial,Wont Fix,2025-01-29,,,Nicole Sanders,Customer,Sometimes,3.3.8,
BUG-000139,Simulation Tool,Performance - Error #139,Performance issue in RobotOS Control Suite,Performance,Medium,Major,Closed,2025-08-28,2025-10-09,42,Nicole Sanders,Customer,Yes,5.14.2,3.14.18
BUG-000140,RobotOS Control Suite,Data Integrity - Problem #140,Data Integrity issue in Fleet Management Platform,Data Integrity,High,Minor,Open,2023-11-22,,,Marcus Johnson,Engineering,Yes,4.7.8,
BUG-000141,Predictive Maintenance AI,Integration - Defect #141,Integration issue in Simulation Tool,Integration,Medium,Major,Open,2025-08-25,,,Marcus Johnson,Customer,Yes,1.9.1,
BUG-000142,Predictive Maintenance AI,Security - Problem #142,"Bug Report: Vision System Pro - Camera Authentication Bypass

Description:
The Vision System Pro's authentication mechanism can be bypassed when connecting new IP cameras to the network. During testing, we discovered that after a brief network interr",Security,High,Minor,Closed,2025-01-15,2025-01-30,15,Nicole Sanders,QA,No,3.6.0,4.5.1
BUG-000143,Predictive Maintenance AI,Security - Problem #143,Security issue in Predictive Maintenance AI,Security,Medium,Trivial,Fixed,2024-01-10,2024-02-12,33,Nicole Sanders,Support,Sometimes,1.2.20,3.4.4
BUG-000144,Fleet Management Platform,Feature Malfunction - Problem #144,Feature Malfunction issue in Fleet Management Platform,Feature Malfunction,High,Major,Closed,2024-03-22,2024-03-28,6,Rachel Green,Customer,Yes,3.4.13,5.1.19
BUG-000145,Predictive Maintenance AI,Performance - Error #145,"Bug Report: Simulation Tool Memory Leak During Multi-Robot Scenarios

Description:
Critical memory leak detected in Simulation Tool v2.4.3 when running multi-robot scenarios for extended periods (>30 minutes). RAM usage increases approximately 500MB ",Performance,Critical,Major,In Progress,2024-01-20,,,Emily Thompson,QA,Sometimes,2.13.9,
BUG-000146,Predictive Maintenance AI,UI/UX Issue - Error #146,UI/UX Issue issue in RobotOS Control Suite,UI/UX Issue,Medium,Critical,In Progress,2024-01-21,,,Rachel Green,Support,No,4.0.20,
BUG-000147,Vision System Pro,Performance - Defect #147,"Bug Report: Intermittent Motion Control Latency

Description:
When operating multiple robotic arms simultaneously through RobotOS Control Suite v2.4.1, significant control latency occurs after approximately 45-60 minutes of continuous operation. The ",Performance,Medium,Major,Closed,2024-11-17,2024-12-07,20,Emily Thompson,Customer,Yes,3.8.14,5.3.5
BUG-000148,Vision System Pro,Crash/Stability - Problem #148,Crash/Stability issue in RobotOS Control Suite,Crash/Stability,High,Major,In Progress,2024-10-01,,,Emily Thompson,Engineering,Yes,5.6.8,
BUG-000149,Vision System Pro,Crash/Stability - Error #149,Crash/Stability issue in RobotOS Control Suite,Crash/Stability,High,Trivial,Fixed,2025-09-16,2025-09-20,4,Marcus Johnson,Engineering,Sometimes,3.11.10,4.14.14
BUG-000150,Predictive Maintenance AI,UI/UX Issue - Problem #150,"Bug Report: Inconsistent Sensor Status Display in Dashboard

Description:
The real-time sensor status indicators in the Predictive Maintenance dashboard occasionally display conflicting information between the main overview panel and detailed compone",UI/UX Issue,Medium,Critical,In Progress,2024-12-16,,,Marcus Johnson,QA,Yes,2.3.12,
BUG-000151,Vision System Pro,Data Integrity - Issue #151,"Bug Report: Data Corruption in Simulation Export
Priority: High
Category: Data Integrity

Description:
When exporting simulation results containing multiple robot arm trajectories to CSV format, the angular values for Joint 3 and Joint 4 are incorrec",Data Integrity,High,Minor,In Progress,2024-08-04,,,Rachel Green,Support,Yes,5.15.20,
BUG-000152,Simulation Tool,Data Integrity - Issue #152,Data Integrity issue in RobotOS Control Suite,Data Integrity,High,Trivial,In Progress,2024-06-21,,,Rachel Green,Customer,Yes,2.2.4,
BUG-000153,RobotOS Control Suite,UI/UX Issue - Defect #153,UI/UX Issue issue in RobotOS Control Suite,UI/UX Issue,Medium,Trivial,Closed,2025-06-16,2025-07-03,17,Emily Thompson,Support,Yes,5.4.5,3.11.19
BUG-000154,RobotOS Control Suite,UI/UX Issue - Issue #154,UI/UX Issue issue in Simulation Tool,UI/UX Issue,High,Trivial,Fixed,2025-10-14,2025-10-20,6,Emily Thompson,Customer,Yes,4.3.2,3.2.8
BUG-000155,Simulation Tool,Crash/Stability - Issue #155,Crash/Stability issue in Simulation Tool,Crash/Stability,Medium,Critical,In Progress,2024-12-21,,,Rachel Green,Support,Sometimes,5.4.7,
BUG-000156,Fleet Management Platform,Documentation - Issue #156,Documentation issue in RobotOS Control Suite,Documentation,High,Major,In Progress,2023-12-24,,,Emily Thompson,QA,Yes,2.2.19,
BUG-000157,Vision System Pro,Security - Defect #157,"Bug Report: Unauthorized Access to Robot Controls After Session Timeout
Priority: High
Category: Security

Description:
During penetration testing, we discovered that expired user sessions on RobotOS Control Suite v2.4.3 remain partially active, allo",Security,High,Trivial,Fixed,2025-01-20,2025-01-24,4,Rachel Green,QA,No,2.10.14,3.3.12
BUG-000158,Fleet Management Platform,Feature Malfunction - Issue #158,"Bug Report: Vision System Pro - Object Detection Inconsistency

Description:
The Vision System Pro's object detection algorithm occasionally fails to recognize cylindrical objects when they are positioned at angles between 60-75 degrees relative to t",Feature Malfunction,Low,Major,Closed,2025-02-03,2025-02-15,12,Nicole Sanders,Support,Sometimes,5.4.11,2.11.3
BUG-000159,Vision System Pro,Security - Error #159,Security issue in Fleet Management Platform,Security,Medium,Trivial,Fixed,2023-12-22,2024-02-03,43,Marcus Johnson,QA,Yes,1.14.16,5.5.18
BUG-000160,RobotOS Control Suite,Data Integrity - Issue #160,Data Integrity issue in RobotOS Control Suite,Data Integrity,Medium,Minor,Closed,2024-12-04,2024-12-22,18,Emily Thompson,QA,No,1.0.19,2.5.4
BUG-000161,Fleet Management Platform,Crash/Stability - Error #161,"Bug Report: Intermittent AI Model Crash During Multi-Sensor Data Processing

Description:
The Predictive Maintenance AI system intermittently crashes when processing concurrent data streams from multiple vibration sensors. The crash occurs specifical",Crash/Stability,Medium,Critical,Fixed,2024-08-01,2024-09-19,49,Emily Thompson,Customer,No,5.4.8,2.4.0
BUG-000162,Vision System Pro,Integration - Issue #162,Integration issue in Vision System Pro,Integration,High,Major,Closed,2024-04-13,2024-04-24,11,Rachel Green,Customer,Yes,3.11.1,4.1.1
BUG-000163,Simulation Tool,Crash/Stability - Problem #163,Crash/Stability issue in RobotOS Control Suite,Crash/Stability,Medium,Trivial,Fixed,2024-09-22,2024-10-22,30,Emily Thompson,Engineering,No,5.5.16,3.7.1
BUG-000164,Simulation Tool,UI/UX Issue - Problem #164,UI/UX Issue issue in Fleet Management Platform,UI/UX Issue,Critical,Major,Fixed,2024-11-01,2024-11-03,2,Emily Thompson,Support,No,4.7.15,5.7.1
BUG-000165,Vision System Pro,Crash/Stability - Error #165,Crash/Stability issue in Predictive Maintenance AI,Crash/Stability,Medium,Major,Closed,2024-12-12,2025-01-29,48,Nicole Sanders,Customer,Sometimes,3.13.6,4.11.1
BUG-000166,Predictive Maintenance AI,Crash/Stability - Issue #166,"Bug Report: Predictive Maintenance AI System Crash During Multi-Sensor Data Processing

Description:
The Predictive Maintenance AI system crashes unexpectedly when processing concurrent data streams from multiple vibration sensors. This occurs specif",Crash/Stability,High,Major,In Progress,2024-09-02,,,Marcus Johnson,Customer,Yes,4.1.15,
BUG-000167,Predictive Maintenance AI,Performance - Error #167,Performance issue in Vision System Pro,Performance,Low,Minor,Open,2025-03-12,,,Emily Thompson,Engineering,Sometimes,3.4.2,
BUG-000168,RobotOS Control Suite,Feature Malfunction - Error #168,"Bug Report: Inconsistent Joint Rotation Values in Robot Arm Simulation

Description:
When simulating the UR10e robotic arm model, the wrist_3_joint rotation values displayed in the simulation UI do not match the actual joint positions during path exe",Feature Malfunction,Low,Minor,Wont Fix,2023-12-17,,,Emily Thompson,Support,Yes,5.13.16,
BUG-000169,Vision System Pro,Data Integrity - Defect #169,"Bug Report: Data Corruption in Simulation Export Files
Priority: High
Category: Data Integrity

Description:
When exporting simulation results containing multiple robot arm trajectories to CSV format, the angular values for Joint 3 and Joint 4 are in",Data Integrity,High,Minor,Closed,2024-04-23,2024-05-01,8,Rachel Green,Support,Yes,1.11.20,3.5.3
BUG-000170,Vision System Pro,UI/UX Issue - Error #170,UI/UX Issue issue in Fleet Management Platform,UI/UX Issue,Low,Minor,Fixed,2024-01-08,2024-02-17,40,Emily Thompson,Support,Sometimes,2.13.10,2.15.18
BUG-000171,Vision System Pro,Data Integrity - Defect #171,Data Integrity issue in Fleet Management Platform,Data Integrity,Medium,Critical,Closed,2024-05-21,2024-07-18,58,Nicole Sanders,Customer,Sometimes,2.8.13,4.2.16
BUG-000172,RobotOS Control Suite,Feature Malfunction - Issue #172,"Bug Report: Incorrect Robot Status After Emergency Stop Recovery

Description:
When a robot recovers from an emergency stop (E-stop), the Fleet Management Platform occasionally displays an incorrect operational status. The robot physically resumes no",Feature Malfunction,Medium,Minor,Closed,2024-01-11,2024-01-30,19,Rachel Green,Customer,No,2.9.0,4.3.5
BUG-000173,Simulation Tool,Crash/Stability - Defect #173,"Bug Report: Simulation Tool Crash During Multi-Robot Path Planning

Description:
The simulation environment crashes intermittently when attempting to calculate collision-free paths for multiple robots (4+ units) in the same workspace. The crash occur",Crash/Stability,Medium,Major,Open,2025-01-10,,,Emily Thompson,Customer,Sometimes,4.5.3,
BUG-000174,Predictive Maintenance AI,Feature Malfunction - Defect #174,"Bug Report: Inconsistent Vibration Threshold Alerts

Description:
The Predictive Maintenance AI is generating false positives for bearing failure alerts on Production Line B's robotic arms. System logs show vibration threshold alerts triggering at 2.",Feature Malfunction,Medium,Major,Open,2024-08-06,,,Nicole Sanders,Customer,Yes,1.0.5,
BUG-000175,RobotOS Control Suite,Data Integrity - Error #175,Data Integrity issue in Fleet Management Platform,Data Integrity,Medium,Trivial,Open,2024-01-05,,,Marcus Johnson,Customer,Yes,2.9.20,
BUG-000176,Vision System Pro,Crash/Stability - Problem #176,Crash/Stability issue in Vision System Pro,Crash/Stability,High,Trivial,Closed,2024-10-19,2024-10-30,11,Nicole Sanders,Support,Sometimes,2.14.14,1.13.12
BUG-000177,Simulation Tool,Integration - Issue #177,"Bug Report: Fleet Management Platform
Integration Error When Connecting Multiple AGVs

Description:
When attempting to integrate more than 8 Automated Guided Vehicles (AGVs) simultaneously into the Fleet Management Platform, the system becomes unresp",Integration,High,Trivial,Open,2023-11-29,,,Marcus Johnson,QA,No,2.6.1,
BUG-000178,Simulation Tool,Crash/Stability - Issue #178,"Bug Report: Intermittent Fleet Dashboard Crash During Multi-Robot Status Updates

Description:
The Fleet Management Dashboard intermittently crashes when multiple robots (>5) simultaneously update their status within a 2-second window. The crash occu",Crash/Stability,Medium,Trivial,Open,2025-04-07,,,Nicole Sanders,Support,Yes,1.13.11,
BUG-000179,Simulation Tool,Crash/Stability - Error #179,"Bug Report: Intermittent Control Panel Freeze After Extended Operation

Description:
RobotOS Control Suite v2.4.3 occasionally becomes unresponsive after running continuous automation sequences for 8+ hours. The main control panel interface freezes w",Crash/Stability,Low,Minor,Fixed,2025-05-29,2025-07-25,57,Rachel Green,Customer,Yes,5.0.13,5.12.9
BUG-000180,Simulation Tool,Crash/Stability - Error #180,Crash/Stability issue in Predictive Maintenance AI,Crash/Stability,Medium,Minor,Wont Fix,2024-04-13,,,Rachel Green,Engineering,Sometimes,2.9.20,
BUG-000181,Predictive Maintenance AI,Documentation - Defect #181,Documentation issue in RobotOS Control Suite,Documentation,Low,Trivial,Fixed,2025-07-08,2025-07-31,23,Emily Thompson,Support,Yes,4.14.8,1.13.1
BUG-000182,Fleet Management Platform,Integration - Error #182,Integration issue in Vision System Pro,Integration,Medium,Critical,Closed,2023-12-20,2024-01-27,38,Marcus Johnson,QA,Sometimes,4.6.6,1.2.18
BUG-000183,Fleet Management Platform,Feature Malfunction - Issue #183,Feature Malfunction issue in Vision System Pro,Feature Malfunction,Medium,Trivial,Closed,2024-09-05,2024-09-24,19,Nicole Sanders,Customer,Yes,4.6.1,1.12.14
BUG-000184,Fleet Management Platform,Documentation - Defect #184,"Bug Report: Incorrect Robot Arm Kinematics Documentation

Description:
The forward kinematics documentation for the RT-5000 robotic arm contains incorrect Denavit-Hartenberg parameters in Section 3.2. The documented values for joint 3's alpha paramet",Documentation,Critical,Critical,In Progress,2023-11-09,,,Nicole Sanders,QA,Sometimes,1.6.11,
BUG-000185,Fleet Management Platform,Documentation - Defect #185,Documentation issue in Fleet Management Platform,Documentation,Medium,Minor,Fixed,2024-08-21,2024-10-12,52,Emily Thompson,QA,Yes,3.5.7,2.5.15
BUG-000186,Fleet Management Platform,UI/UX Issue - Issue #186,UI/UX Issue issue in Simulation Tool,UI/UX Issue,High,Critical,Fixed,2024-06-25,2024-07-06,11,Rachel Green,QA,Yes,3.14.12,4.13.10
BUG-000187,RobotOS Control Suite,Crash/Stability - Error #187,Crash/Stability issue in Vision System Pro,Crash/Stability,High,Trivial,Fixed,2025-03-23,2025-03-27,4,Marcus Johnson,Customer,Sometimes,2.11.10,4.10.13
BUG-000188,RobotOS Control Suite,Integration - Error #188,"Bug Report: Failed Integration Sync Between AGV Units and Central Dashboard

Description:
Multiple AGV (Automated Guided Vehicle) units are not properly syncing their status updates with the Fleet Management Platform's central dashboard. Status updat",Integration,High,Trivial,Open,2025-10-20,,,Marcus Johnson,Engineering,Yes,4.4.20,
BUG-000189,Fleet Management Platform,UI/UX Issue - Defect #189,"Bug Report: Simulation Tool Control Panel Unresponsive After Multiple Workspace Switches

Description:
The simulation control panel becomes unresponsive after switching between multiple robot workspace configurations. When users toggle between 3+ dif",UI/UX Issue,Medium,Minor,Fixed,2024-07-13,2024-07-23,10,Nicole Sanders,QA,Yes,3.15.0,3.8.7
BUG-000190,Fleet Management Platform,Crash/Stability - Error #190,"Bug Report: Vision System Pro - Camera Feed Freeze During Multi-Point Inspection

Description:
During automated multi-point inspection sequences, the Vision System Pro camera feed occasionally freezes when switching between inspection points. The sys",Crash/Stability,Medium,Trivial,Closed,2025-03-01,2025-03-29,28,Marcus Johnson,Customer,No,5.11.0,3.9.0
BUG-000191,Vision System Pro,Documentation - Problem #191,Documentation issue in Vision System Pro,Documentation,Medium,Minor,In Progress,2025-09-02,,,Emily Thompson,Customer,Sometimes,2.0.18,
BUG-000192,Simulation Tool,Security - Defect #192,Security issue in RobotOS Control Suite,Security,Low,Minor,Closed,2025-06-29,2025-07-19,20,Marcus Johnson,Engineering,Sometimes,1.5.3,5.9.17
BUG-000193,Predictive Maintenance AI,Crash/Stability - Problem #193,Crash/Stability issue in Vision System Pro,Crash/Stability,Critical,Minor,Fixed,2024-11-30,2024-12-05,5,Emily Thompson,QA,Yes,1.6.13,4.15.12
BUG-000194,Predictive Maintenance AI,Security - Defect #194,Security issue in Fleet Management Platform,Security,Low,Major,Closed,2025-01-07,2025-01-28,21,Marcus Johnson,Engineering,Yes,4.6.0,1.3.16
BUG-000195,RobotOS Control Suite,Integration - Problem #195,Integration issue in Vision System Pro,Integration,High,Trivial,Closed,2023-11-30,2023-12-12,12,Rachel Green,Customer,Sometimes,5.1.19,2.1.13
BUG-000196,Vision System Pro,Data Integrity - Error #196,Data Integrity issue in Fleet Management Platform,Data Integrity,High,Trivial,Open,2025-02-10,,,Emily Thompson,QA,Sometimes,4.10.7,
BUG-000197,Vision System Pro,Feature Malfunction - Problem #197,Feature Malfunction issue in Simulation Tool,Feature Malfunction,Low,Minor,Fixed,2024-06-29,2024-07-26,27,Rachel Green,Support,No,5.14.5,1.6.1
BUG-000198,Predictive Maintenance AI,Crash/Stability - Problem #198,Crash/Stability issue in Vision System Pro,Crash/Stability,Medium,Trivial,Closed,2024-08-25,2024-09-11,17,Marcus Johnson,Support,Yes,1.6.0,4.8.11
BUG-000199,Vision System Pro,Performance - Issue #199,Performance issue in Simulation Tool,Performance,High,Minor,Fixed,2024-03-29,2024-04-09,11,Marcus Johnson,Customer,No,5.9.19,3.3.13
BUG-000200,Fleet Management Platform,Feature Malfunction - Defect #200,Feature Malfunction issue in Fleet Management Platform,Feature Malfunction,Low,Minor,Open,2024-10-01,,,Marcus Johnson,Customer,Yes,1.0.13,
BUG-000201,Simulation Tool,Integration - Issue #201,"Bug Report: Vision System Pro - Camera Calibration Failure

Description:
During multi-camera calibration process, Vision System Pro v2.4.1 intermittently fails to complete the calibration sequence when using more than 3 cameras simultaneously. The sy",Integration,High,Minor,In Progress,2024-11-24,,,Emily Thompson,QA,No,4.1.1,
BUG-000202,Predictive Maintenance AI,Feature Malfunction - Defect #202,Feature Malfunction issue in Vision System Pro,Feature Malfunction,High,Trivial,Closed,2024-02-15,2024-02-29,14,Marcus Johnson,QA,Yes,5.0.16,3.15.16
BUG-000203,Fleet Management Platform,Performance - Error #203,Performance issue in Fleet Management Platform,Performance,Critical,Trivial,Fixed,2025-10-01,2025-10-06,5,Marcus Johnson,Customer,No,3.6.1,5.10.1
BUG-000204,RobotOS Control Suite,Performance - Issue #204,Performance issue in RobotOS Control Suite,Performance,Medium,Minor,Fixed,2024-04-15,2024-05-18,33,Emily Thompson,Customer,Sometimes,3.0.16,5.4.20
BUG-000205,Predictive Maintenance AI,Integration - Defect #205,"Bug Report: Inconsistent Robot Path Generation in Multi-Axis Simulation

Description:
When importing custom robot paths from CAM files (.rpf format) into the simulation environment, the tool occasionally generates incorrect trajectories for 6-axis ro",Integration,Medium,Minor,In Progress,2024-08-19,,,Nicole Sanders,Customer,No,5.15.6,
BUG-000206,Vision System Pro,Feature Malfunction - Defect #206,Feature Malfunction issue in RobotOS Control Suite,Feature Malfunction,Medium,Trivial,Closed,2025-06-25,2025-07-24,29,Rachel Green,Customer,Yes,2.0.18,5.1.4
BUG-000207,Fleet Management Platform,Feature Malfunction - Error #207,"Bug Report: Inconsistent Robot Arm Position After E-Stop Recovery

Description:
When recovering from an emergency stop, the RX-2000 robotic arm occasionally fails to return to its last known position before resuming programmed operations. The arm ins",Feature Malfunction,Medium,Major,Fixed,2025-10-08,2025-11-21,44,Emily Thompson,QA,Sometimes,2.3.0,3.0.16
BUG-000208,Vision System Pro,Data Integrity - Defect #208,Data Integrity issue in Fleet Management Platform,Data Integrity,Low,Critical,In Progress,2025-08-07,,,Emily Thompson,Support,Sometimes,3.9.4,
BUG-000209,Simulation Tool,Performance - Issue #209,Performance issue in Simulation Tool,Performance,Critical,Trivial,Fixed,2024-04-23,2024-04-27,4,Emily Thompson,Engineering,Sometimes,1.11.15,2.12.13
BUG-000210,Predictive Maintenance AI,Crash/Stability - Error #210,Crash/Stability issue in Fleet Management Platform,Crash/Stability,Medium,Trivial,In Progress,2024-11-19,,,Emily Thompson,Customer,Sometimes,2.13.8,
BUG-000211,RobotOS Control Suite,Security - Error #211,Security issue in Vision System Pro,Security,High,Trivial,Fixed,2025-09-01,2025-09-04,3,Nicole Sanders,Customer,No,3.14.8,5.10.12
BUG-000212,RobotOS Control Suite,Feature Malfunction - Error #212,Feature Malfunction issue in Simulation Tool,Feature Malfunction,Medium,Minor,Fixed,2025-07-17,2025-08-30,44,Rachel Green,QA,Sometimes,5.7.4,2.1.14
BUG-000213,Simulation Tool,UI/UX Issue - Error #213,UI/UX Issue issue in Fleet Management Platform,UI/UX Issue,Low,Minor,Closed,2025-01-29,2025-03-14,44,Rachel Green,Engineering,No,4.3.15,4.4.10
BUG-000214,Vision System Pro,Data Integrity - Issue #214,"Bug Report: Data Desynchronization in Multi-Robot Task Assignment

Description:
When running multiple robots (3+) in collaborative mode, task assignment data becomes desynchronized between the master controller and robot nodes after approximately 4 h",Data Integrity,Medium,Critical,Closed,2024-07-21,2024-09-15,56,Nicole Sanders,Customer,No,1.8.6,5.4.17
BUG-000215,RobotOS Control Suite,Performance - Defect #215,Performance issue in Fleet Management Platform,Performance,Low,Major,Closed,2024-12-12,2024-12-25,13,Marcus Johnson,Support,No,2.10.13,4.3.9
BUG-000216,RobotOS Control Suite,Feature Malfunction - Error #216,"Bug Report: Inconsistent Robot Status Updates in Fleet Dashboard

Description:
The fleet management dashboard is displaying incorrect real-time status for automated guided vehicles (AGVs). When multiple AGVs transition between ""In Operation"" and ""Cha",Feature Malfunction,Medium,Minor,Open,2025-03-30,,,Emily Thompson,Customer,No,5.5.7,
